419.071,419.078,0.00681775,40,40,91.541,91.3931,42.049,21.525,33.3518,20.7089,24.375,39.475
387.021,387.086,0.0650312,22,22,43.2056,43.1496,22.442,13.85,12.18,29.2771,25.2033,19.1
416.732,416.797,0.0653207,26,26,28.0144,27.9542,45.111,26.45,43.0736,29.1993,43.985,32.3
373.28,373.345,0.0650254,43,43,181.166,180.945,51.9075,8.8775,45.4389,7.17036,56.2933,4.05
388.555,388.555,1.14E-13,32,32,26.5449,26.4752,19.6765,30.3025,14.645,21.395,47.7533,22.5733
382.587,382.683,0.0960684,29,29,58.7268,58.6366,39.795,22.449,41.1975,16.4825,31.8828,41.5517
370.577,370.577,-6.25E-13,42,42,340.666,340.243,35.5685,19.3395,15.5682,31.6239,56.0536,6.26417
379.258,379.355,0.0968224,44,44,253.682,253.344,28.5595,14.9585,38.0329,19.925,49.3783,15.895
386.554,386.646,0.0918844,43,43,415.549,414.986,30.256,35.342,33.0675,18.9839,26.2478,38.6939
386.838,386.878,0.0395445,32,32,114.337,114.188,33.635,26.872,36.3314,17.375,27.64,42.475
372.835,372.894,0.0586942,49,49,927.813,927.061,30.73,13.317,31.3875,30.9525,15.1775,37.7625
370.2,370.292,0.0920261,66,66,1415.13,1413.83,28.415,16.576,31.125,39.4286,35.875,13.58
377.437,377.53,0.0928365,39,39,223.869,223.492,48.529,19.542,59.37,14.7329,46.0633,7.925
376.656,376.714,0.0579227,55,55,1029.35,1028.25,37.183,34.7,38.4775,22.7775,37.54,41.6817
376.842,376.92,0.0784793,56,56,1334.59,1333.42,34.059,21.025,34.3893,32.2779,38.6861,9.425
375.95,376.014,0.0638291,46,46,800.454,799.648,16.115,30.797,30.17,21.3957,17.36,41.9144
375.895,375.967,0.0716952,52,52,1163.79,1162.87,38.7825,12.7805,47.7254,6.03107,41.7339,4.81778
368.468,368.541,0.0734259,49,49,951.99,950.945,44.434,37.475,34.9675,7.7975,40.5092,9.05583
363.684,364.269,0.585244,49,49,3970.31,3967.94,31.821,38.078,41.72,13.1871,35.2333,36.6733
368.641,368.686,0.0452237,55,55,742.036,741.148,44.901,24.01,28.56,17.03,36.7572,5.5
674.138,674.183,0.0444009,43,43,439.886,439.361,35.413,21.975,30.5343,33.5086,32.2022,35.125
684.72,684.761,0.0413178,46,46,414.155,413.779,31.255,26.524,36.605,28.775,37.2133,27.9222
716.351,716.439,0.0878698,29,29,164.098,164.001,32.004,26.125,38.1543,28.6229,38.5356,27.35
698.369,698.382,0.0132138,32,32,194.109,193.989,34.764,25.825,41.5939,19.4654,37.6469,12.3058
701.743,701.804,0.0606575,46,46,322.637,322.353,49.704,13.6,31.815,25.0207,32.3886,31.6197
615.911,615.911,-3.41E-13,42,42,355.162,354.852,40.0525,35.7695,32.4025,41.7504,28.555,6.20889
611.156,611.23,0.0741119,56,56,2997.85,2995.91,26.55,23.628,39.5854,9.40107,26.1294,41.4872
603.557,604.404,0.847596,50,50,3617.35,3615.03,39.1325,36.4495,48.5675,10.8225,26.565,40.4761
628.964,629.01,0.0455123,37,37,862.325,861.372,34.904,21.138,28.165,33.49,43.4225,39.0675
616.716,616.716,6.93E-12,66,66,2528.94,2526.88,23.142,13.1,32.3975,33.4582,28.84,7.735
621.871,621.906,0.0349538,48,48,1211.21,1210.12,39.79,13.555,32.2,14.8214,32.41,42.155
602.368,602.411,0.0431027,38,38,2928.08,2925.27,24.464,34,25.9275,39.2439,21.9903,46.9675
611.679,611.992,0.312347,50,50,3707.94,3705.43,34.0145,24.6225,28.8646,41.4661,33.0425,7.1425
599.424,599.496,0.0712188,50,50,1693.35,1691.87,24.276,20.632,14.7307,37.6,31.7078,7.96667
612.255,612.352,0.0966853,50,50,1678.08,1676.6,41.659,13.45,34.6593,41.985,28.4919,9.75583
611.659,614.961,3.30184,29,29,4081.7,4078.56,34.7175,17.7995,38.165,7.075,27.65,45.1539
595.991,598.48,2.4892,29,29,3868.23,3864.27,36.9845,26.3265,34.4075,43.8325,29.6875,42.8725
603.415,604.946,1.53172,39,39,3639.3,3637.38,34.6395,34.1085,32.1986,43.35,40.3025,5.39083
611.096,614.524,3.42856,33,33,3664.28,3661.97,45.01,38.425,31.8986,39.1957,41.8992,7.47583
604.811,608.322,3.51109,33,33,4055.14,4049.32,36.9895,9.3015,26.4875,15.7904,29.7156,41.1183
979.82,979.846,0.0258801,30,30,457.944,457.749,26.846,31.385,26.2529,17.95,34.5825,19.1981
920.412,920.504,0.0911588,29,29,343.422,343.278,35.035,26.225,44.6829,23.175,47.9417,21.805
932.129,932.129,0,45,45,1738.29,1737.48,36.74,22.75,28.16,30.64,33.2375,8.98083
946.543,946.543,0,34,34,730.681,730.282,25.275,17.45,27.02,13.6314,11.6,31.5617
894.367,894.422,0.0552537,40,40,1476.09,1475.21,34.585,13.034,24.3829,15.0036,23.4825,38.1358
868.928,878.134,9.20657,26,26,4101.84,4099.89,31.2525,31.7195,29.2282,40.8246,31.8378,12.925
850.315,854.29,3.97492,26,26,3752.51,3751.02,38.359,21.58,38.15,9.71286,33.7642,45.4147
850.16,861.785,11.6255,19,19,3643.44,3641.28,27.498,33.08,34.3739,36.4932,34.4508,11.8108
848.542,848.571,0.0290311,33,33,2529.17,2527.57,42.54,36.95,38.3675,32.5375,36.715,41.6094
860.965,862.854,1.88921,33,33,3852.87,3851.01,36.634,20.9,35.3511,11.1832,36.0378,42.0983
839.004,843.706,4.70136,20,20,4145.84,4142,37.5925,30.1395,33.7443,3.33643,41.3633,44.8283
856.458,862.333,5.87506,23,23,4055.27,4051.72,38.195,33.375,35.4932,35.5996,30.7178,7.6
840.781,845.63,4.84895,21,21,3640.45,3638.69,38.549,33.663,36.9343,41.3871,42.07,45.2606
816.445,828.146,11.7003,21,21,4062.21,4057.82,38.395,37.538,30.3046,36.0975,35.2786,6.00917
826.983,834.093,7.11033,24,24,3761.88,3757.65,22.875,35.711,30.8104,13.2089,33.6817,45.1917
837.382,848.157,10.7753,19,19,3636.65,3634.18,36.5775,38.2655,41.0304,33.0068,35.8239,38.2372
808.309,820.614,12.3048,17,17,3623.88,3619.33,36.4775,11.0915,36.6443,4.26714,41.455,5.50278
828.503,836.327,7.82426,19,19,4022.59,4019.49,35.4375,15.9755,35.7007,4.9,38.6586,46.6408
839.034,854.737,15.7026,17,17,4194.83,4189.76,30.625,29.945,33.2796,10.5682,35.245,8.785
829.216,840.893,11.6772,18,18,3732.8,3729.08,22.9025,38.6635,33.5771,8.74429,32.6367,45.7606
1282.31,1282.36,0.0460263,39,39,1004.13,1003.84,34.262,20.28,41.0696,31.4775,38.3103,27.1014
1198.24,1198.48,0.235888,40,40,3769.11,3767.75,36.8595,25.8085,36.2846,18.4982,35.9183,38.675
1173.25,1177.49,4.24235,28,28,3773.13,3770.94,33.145,20.646,34.4818,30.1375,36.4783,36.4117
1182.61,1182.7,0.0963286,37,37,2477.5,2476.81,37.622,19.815,43.0357,31.1036,42.0964,37.0497
1165.34,1167.58,2.24421,26,26,3739.14,3737.44,25.2855,30.2665,34.0779,9.35,21.4956,36.825
1171.85,1178.12,6.27123,26,26,3663.62,3661.88,30.8865,31.8225,35.9182,13.0704,43.8517,9.80333
1105,1116.32,11.3262,17,17,3985.28,3983.21,34.441,22.51,36.05,14.79,36.32,11.4189
1089.81,1099.06,9.25314,18,18,3934.75,3929.74,35.2135,36.5045,35.0025,43.1204,24.4625,44.3681
1091.26,1098.13,6.86242,18,18,3958.4,3953.73,34.414,36.177,44,6.825,37.6375,43.5375
1129.99,1139.45,9.4614,21,21,3606.82,3605.14,21.14,16.576,30.065,11.1921,39.9839,40.4167
1089.35,1100.58,11.2342,19,19,4118.2,4115.12,37.235,37.81,39.5229,42.55,36.8694,43.4378
1052.34,1073.66,21.3208,13,13,4124.05,4119.19,32.5725,7.5545,42.0714,5.45,36.7475,8.8675
1066.98,1082.32,15.3471,15,15,3870.01,3867.35,29.141,14.387,32.525,7.685,29.6125,44.0103
1086.86,1097.03,10.1746,14,14,4090.29,4087.54,35.385,36.491,34.1686,44.075,26.2578,44.35
1047.44,1062.89,15.451,16,16,3737.49,3732.06,25.495,38.878,32.9018,42.5404,29.93,3.30667
1081.73,1094,12.2705,13,13,3837.99,3831.89,37.491,10.8,36.0082,6.3325,36.0994,39.3211
1037.08,1061.77,24.6903,12,12,4108.83,4103.15,30.415,16.986,37.8046,5.75893,26.175,47.525
1055.06,1073.14,18.0865,13,13,3999.72,3994.51,31.6875,33.0145,30.5825,42.1111,31.3728,46.6683
1054.43,1067.36,12.9226,16,16,3657.53,3653.25,38.377,18.375,32.4982,7.17536,33.9211,44.9767
1080.57,1095.48,14.909,14,14,3865.25,3862.34,38.2575,38.8745,30.1082,6.33393,30.045,2.465
