419.071,419.075,0.00351382,35,105,19.8732,19.7813,42.049,21.525,28.1611,30.2268,23.87,39.1,
387.017,387.094,0.0768259,23,69,10.6906,10.6441,22.371,13.85,12.18,29.2771,20.2589,12.125,
416.727,416.824,0.0961085,30,90,12.0345,11.9744,44.167,26.75,43.2418,29.7775,43.435,32.455,
373.289,373.339,0.0497634,37,111,102.171,102.085,51.9075,8.8775,46.4457,8.17714,56.9286,4.68528,
388.554,388.628,0.0733407,27,81,10.8293,10.8013,26.103,25.15,31.36,21.79,47.2017,22.225,
382.594,382.646,0.0514819,30,90,22.4766,22.4373,37.567,25.9,49.105,40.25,42.7053,40.6192,
370.553,370.65,0.0970424,48,144,640.26,640.096,38.302,11.031,40.6657,10.25,48.9467,12.0561,
379.27,379.334,0.064554,46,138,804.963,804.796,28.5595,14.9585,39.6807,33.175,38.4439,39.025,
386.563,386.608,0.0450715,49,147,1256.21,1255.96,29.1475,36.4505,31.0346,20.9861,9.51306,36.3697,
386.837,386.856,0.0190294,42,126,146.403,146.323,31.105,38.544,28.0075,22.1161,27.065,43.05,
372.834,372.895,0.0611991,46,138,2183.7,2183.38,38.607,25.79,31.61,31.135,35.7275,6.6725,
370.192,370.489,0.296591,63,189,3724.88,3724.33,37.59,25.371,31.3993,39.0464,36.295,13.82,
377.434,377.498,0.0635059,43,129,352.953,352.824,42.093,35.95,54.11,40.175,41.58,39.3467,
376.656,376.751,0.0943238,54,162,2575.1,2574.72,46.4695,40.4715,41.1175,18.9425,36.7508,41.5875,
376.832,376.931,0.099131,46,138,2417.58,2417.23,34.417,21.025,33.7514,36.775,38.8972,9.63611,
375.947,376.189,0.241962,57,171,3622.28,3621.71,16.7865,30.7675,12.7579,35.8,35.7153,14.7558,
375.896,375.996,0.0996186,64,192,3150.32,3149.79,46.3645,8.0325,37.3275,10.8282,40.9017,5.65,
368.468,368.559,0.0907831,46,138,2583,2582.59,35.0565,36.8355,35.07,7.9,29.3983,43.1467,
363.72,364.123,0.402715,52,156,3729.88,3729.24,34.1485,37.7925,38.6343,10.075,22.7983,37.125,
368.631,368.715,0.0840349,46,138,888.192,887.934,22.795,17.929,28.56,16.565,36.7403,4.86917,
674.136,674.211,0.0756137,40,120,958.238,958.011,35.84,21.689,45.605,14.7514,47.1522,10.6,
684.715,684.783,0.0686353,44,132,988.681,988.409,32.48,27.513,36.1275,28.4475,20.9742,35.6197,
716.355,716.448,0.0930583,31,93,518.311,518.168,31.881,26.125,37.975,28.4436,32.3844,33.5178,
698.358,698.422,0.064056,30,90,172.827,172.728,34.017,25.441,30.3807,29.125,37.4189,11.925,
701.74,701.814,0.0738852,52,156,374.251,374.037,49.875,13.6,41.0686,9.52071,29.5572,28.9967,
615.911,615.928,0.0167809,38,114,1075.27,1075.03,35.868,38.325,31.7714,43.375,34.5297,38.0014,
611.137,611.724,0.586587,43,129,3670.97,3670.44,30.2485,19.7225,37.1839,11.8025,25.96,41.3178,
603.576,604.284,0.708105,49,147,3694.25,3693.64,40.723,36.1,48.87,11.125,50.8575,9.44139,
628.966,628.966,2.27374e-13,34,102,2202.92,2202.56,44.2375,23.2965,37.065,8.34,49.7325,6.6825,
616.62,617.312,0.691461,46,138,3656.04,3655.46,33.8775,36.1435,26.6686,22.5629,28.14,41.995,
621.859,621.958,0.0989257,48,144,3371.65,3371.11,39.41,13.935,30.8321,13.4457,32.8575,43.2275,
602.406,603.849,1.44287,44,132,3702.55,3701.94,24.356,34,26.2836,39.6,30.8386,5.12694,
611.646,612.325,0.678622,49,147,3656.18,3655.58,34.4805,24.1565,28.1511,40.7525,32.7825,7.4575,
599.329,600.005,0.676095,45,135,3607.01,3606.47,30.722,35.661,15.085,37.2457,30.3969,8.71528,
612.223,612.445,0.222226,44,132,3625.15,3624.62,35.569,19.54,31.9157,13.76,33.8436,45.1258,
