419.071,419.082,0.0105618,33,99,32.5183,32.341,42.049,21.525,17.4629,40.925,23.87,38.475
387.018,387.116,0.0978021,23,69,19.0482,18.9176,27.4265,13.9395,7.42,35.4564,20.2589,12.125
416.737,416.826,0.088791,24,72,18.3099,18.2274,46.207,27.546,45.9529,31.475,43.985,32.3
373.278,373.371,0.0934703,36,108,47.7105,47.3732,52.4025,8.3825,45.4389,7.17036,56.2933,4.05
388.555,388.555,-5.68E-14,21,63,15.3609,15.2967,19.6765,30.3025,15.2325,20.8075,11.0917,21.155
382.597,382.643,0.0469045,24,72,25.1275,24.9594,39.795,22.449,42.195,16.81,43.0744,40.25
370.565,370.66,0.0953825,44,132,140.037,139.777,36.079,19.85,34.4125,17.3768,56.0536,6.26417
379.258,379.356,0.0976504,47,141,102.188,102.035,28.183,15.335,37.2439,19.5575,32.3461,32.9272
386.553,386.647,0.0944985,50,150,180.922,180.64,28.8865,36.1895,36.26,35.4286,26.5656,38.9128
386.837,386.881,0.0435744,34,102,40.4154,40.3396,33.635,26.494,24.71,35.5486,34.65,15.925
372.836,372.903,0.0674114,46,138,380.71,380.367,38.607,25.79,39.1925,15.0525,35.6325,6.7675
370.215,370.215,3.13E-12,68,204,978.751,977.717,42.106,38.675,47.1993,39.575,43.2375,7.6925
377.425,377.491,0.0653686,39,117,78.5576,78.4479,41.58,35.95,54.25,20.5714,46.0228,7.925
376.657,376.693,0.0365857,53,159,575.903,575.008,31.363,17.461,38.12,38.145,44.5717,10.9833
376.833,376.908,0.0745523,52,156,584.122,583.491,35.7,20.122,33.5971,36.775,29.4328,5.98611
375.952,376.017,0.0641761,62,186,1171.87,1170.37,16.425,31.107,31.535,22.7607,17.325,41.8794
375.9,375.998,0.0987307,58,174,767.244,766.37,38.815,12.813,32.6132,17.7039,40.5242,5.80861
368.459,368.557,0.0981395,53,159,864.69,863.653,34.055,27.502,41.72,40.05,29.3775,43.1258
363.776,363.871,0.0946519,59,177,1645.82,1643.46,31.356,37.613,28.925,38.9464,36.785,38.16
368.637,368.72,0.0833784,54,162,335.668,335.181,24.341,16.383,38.175,9.1,14.7567,39.7839
