239.955,239.955,1.99E-13,6,6,0.0773199,0.0635891,20.528,42.975,40.5429,39.475,-135.16,25
234.939,234.939,0,12,12,0.293378,0.277533,15.578,12.675,49.1021,6.9,-138.21,25
237.022,237.022,0,15,15,0.152686,0.137747,29.887,32.775,47.1779,26.45,5.505,23
238.669,238.669,8.53E-14,31,31,2.22288,2.18111,35.0475,23.9525,10.3496,35.0175,61.8886,10.2675
226.635,226.635,-5.12E-13,6,6,0.0486418,0.0435251,23.142,20.1,48.92,24.1,-139.24,25
238.853,238.853,0,37,37,11.4307,11.35,30.5035,42.6725,59.0625,29.7875,6.71167,15.6528
233.05,233.05,-3.98E-13,21,21,0.753917,0.730864,7.967,18.875,50.9307,8.3,-141.09,25
240.381,240.478,0.0966184,47,47,9.19581,9.10533,51.024,24.57,24.0782,37.6575,5.61833,22.4172
238.994,238.994,8.53E-14,17,17,0.373587,0.356888,10.316,41.125,44.5086,42.475,-140.72,25
244.326,244.326,0,20,20,1.4662,1.43772,3.5515,35.3275,47.4443,35.4,-141.73,25
237.521,237.521,-1.14E-13,23,23,0.718467,0.689043,8.022,45.5,41.565,27.225,-143.44,25
233.332,233.421,0.0881089,49,49,41.3636,41.1886,17.4115,32.9175,54.3432,32.3725,41.1325,6.4975
233.373,233.373,9.66E-13,16,16,0.509732,0.492823,20.261,43.6,48.3771,35.95,-141.57,25
229.341,229.341,1.62E-12,19,19,2.32339,2.29447,23.317,40.275,50.015,40.25,6.39333,32.325
236.611,236.611,0,29,29,4.8191,4.76375,7.894,14.425,49.7436,25.9,-143.03,25
232.192,232.192,-5.68E-14,33,33,11.7272,11.6257,16.076,20.55,49.0979,18.025,-144.12,25
231.988,231.988,-5.68E-14,13,13,0.395619,0.378638,25.884,1.725,52.1386,8.975,-142.68,25
232.317,232.317,8.75E-12,59,59,82.8667,82.4783,14.063,42.95,49.19,37.475,-141.76,25
235.602,235.671,0.0693842,87,87,561.257,560.376,51.4665,18.6075,6.43143,30.61,29.535,42.3717
238.215,238.215,1.31E-12,76,76,190.383,189.925,51.1235,12.0525,13.535,31.415,21.3472,7.255
404.905,404.905,3.52E-12,18,18,0.533795,0.51609,-2.6185,29.7175,30.8286,32.21,55.0072,7.775
396.099,396.099,2.27E-13,26,26,2.87623,2.84425,36.9065,29.8075,60.8725,26.4025,2.53556,41.825
401.201,401.201,-8.70E-12,45,45,17.2498,17.162,3.3065,21.9875,48.6479,27.625,29.2378,35.22
390.676,390.676,0,14,14,0.431805,0.41782,0.023,12.955,27.6871,18.5,53.7111,26.2
381.673,381.673,0,8,8,0.0845209,0.0760177,38.613,7.45,50.7157,7.95,13.5031,15.9375
365.274,365.295,0.020704,64,64,239.393,238.909,51.0415,22.8925,14.3704,42.4175,28.3211,5.975
368.821,368.873,0.0516046,61,61,239.092,238.65,15.6705,32.1875,35.9407,5.765,63.7553,13.3325
366.39,366.44,0.0500782,65,65,282.195,281.656,19.3795,29.6875,53.4175,6.4575,53.0911,38.54
373.829,373.886,0.0572553,47,47,86.9072,86.7006,56.0005,11.4975,20.6925,36.8125,19.8575,9.7225
367.738,367.754,0.0160885,63,63,296.962,296.533,53.971,31.665,10.4586,22.9771,25.205,44.39
368.481,368.569,0.0878775,72,72,390.34,389.719,18.6675,13.7625,56.9629,5.65429,35.155,46.425
354.269,354.429,0.16027,139,139,3619.85,3617.13,12.254,30.098,55.3346,30.6118,31.0603,6.6075
358.507,358.601,0.0946814,94,94,1665.28,1664.04,40.8585,7.7425,46.7418,42.3975,7.8625,41.8375
361.262,361.323,0.0604342,118,118,2454.31,2452.02,50.448,39.39,9.41429,38.845,16.7281,13.6425
357.575,357.657,0.0823845,72,72,593.269,592.536,36.0785,18.0875,53.5321,39.915,25.1411,45.45
363.276,363.787,0.511577,98,98,3669.72,3667.55,16.243,37.49,53.0825,42.3825,35.4167,6.54778
348.8,351.32,2.52015,89,89,3632.35,3630.06,19.5795,30.9225,58.37,11.485,51.1325,43.2125
