419.067,419.152,0.0855472,35,0,2.4619,0,32.4645,22.4775,29.2511,31.3168,25.505,40.095,
387.024,387.063,0.0389324,25,0,1.04635,0,27.4265,13.9395,7.545,33.9121,20.7878,11.5961,
416.446,416.446,4.54747e-13,39,0,2.12668,0,45.133,28.62,48.2818,26.3654,47.3775,23.6525,
373.29,373.335,0.0447395,46,0,3.96507,0,31.235,27.765,24.1346,25.3882,42.6858,7.67028,
388.548,388.642,0.0936377,28,0,0.748992,0,20.011,29.968,14.645,21.395,47.2633,22.0833,
381.487,381.569,0.0825022,23,0,1.09076,0,39.5665,27.8995,49.485,41.08,42.3217,14.08,
369.923,370.017,0.0939956,35,0,3.2896,0,38.302,11.031,32.1525,15.0396,41.2417,6.86222,
379.219,379.295,0.0759187,42,0,4.35336,0,28.5595,14.9585,29.79,35.8414,30.6811,35.8722,
386.548,386.646,0.0977183,44,0,6.47636,0,30.256,35.342,35.6625,16.3889,9.97278,34.25,
386.771,386.859,0.0875376,37,0,2.67758,0,33.872,26.635,29.3039,24.7425,28.0075,42.4975,
372.239,372.334,0.0944795,53,0,16.1572,0,26.755,34.957,32.5025,32.0675,8.8625,44.6325,
370.21,370.296,0.0852571,73,0,26.9069,0,27.6015,17.3895,34.4779,36.0757,36.53,14.055,
377.401,377.471,0.0699347,51,0,6.52631,0,42.1045,36.4315,54.6696,40.5811,36.0686,45.8453,
376.642,376.679,0.0367974,61,0,17.6824,0,32.827,18.726,36.82,38.3,37.54,41.6817,
376.773,376.801,0.0280859,48,0,12.0131,0,36.0595,22.6675,40.0536,27.6157,42.0272,6.50611,
375.747,375.826,0.0789741,57,0,21.135,0,26.758,20.154,32.8493,21.4279,31.9475,17.7886,
375.907,376.007,0.0997162,60,0,22.032,0,40.307,14.305,33.7164,18.8071,30.3617,41.5956,
368.287,368.383,0.096375,52,0,14.8875,0,38.0425,21.7045,35.745,7.54,29.2375,42.9858,
363.679,363.748,0.0696179,63,0,22.1144,0,35.014,38.658,44.9971,10.6914,44.0767,7.93,
368.621,368.688,0.0673258,61,0,16.9611,0,26.4305,19.1565,39.43,9.52,14.2856,40.255,
674.136,674.166,0.0298645,46,0,11.4818,0,26.035,30.894,47.2893,15.77,48.2933,11.5594,
684.642,684.642,-2.27374e-13,49,0,11.2072,0,32.4955,25.2835,32.68,24.85,31.8228,33.5817,
716.35,716.35,1.13687e-13,37,0,6.57875,0,32.7715,26.4395,36.2036,30.0029,36.335,29.5506,
698.158,698.249,0.0911681,23,0,2.42814,0,33.337,22.245,30.6161,29.1296,41.6392,28.6236,
701.377,701.427,0.0492268,55,0,16.6388,0,30.597,17.125,46.9157,15.3679,29.5572,28.9967,
615.91,615.984,0.0743629,31,0,6.08849,0,36.7205,29.5485,32.47,41.8179,28.685,5.97333,
611.157,611.256,0.0997366,54,0,31.6508,0,30.2775,19.6935,39.5854,9.40107,22.6717,38.585,
603.471,603.471,-2.27374e-13,58,0,23.7279,0,33.83,11.194,45.625,13.765,50.8147,8.29917,
628.963,629.062,0.0988519,39,0,12.9258,0,35.0675,20.7985,26.15,35.345,43.485,39.11,
616.695,616.724,0.0286864,78,0,42.6248,0,23.4855,13.4435,17.1532,12.6496,31.8025,38.3325,
621.869,621.932,0.0634331,48,0,16.5688,0,39.7475,13.5975,30.8321,13.4457,39.94,9.995,
602.567,602.602,0.0353641,59,0,46.322,0,24.17,34.173,25.9275,39.2439,31.4856,5.65389,
611.339,611.339,1.13687e-13,62,0,37.6079,0,46.4795,37.0875,28.5046,40.5739,39.6425,40.1025,
599.304,599.394,0.0901211,68,0,28.2439,0,32.4,37.339,21.6561,11.8946,31.1567,8.61278,
612.25,612.25,-5.68434e-13,61,0,44.0235,0,31.138,29.276,35.7461,43.5754,28.8803,9.3675,
611.95,611.995,0.0450778,52,0,65.0823,0,30.815,37.463,31.14,43.95,33.905,44.9694,
596.845,596.924,0.0798862,72,0,185.859,0,30.2725,33.0385,34.2525,43.9875,36.9875,45.0175,
603.723,603.815,0.0922505,68,0,55.9018,0,34.8755,32.5385,37.71,42.5193,36.025,45.4283,
612.31,612.394,0.0849412,72,0,113.315,0,44.5875,37.8905,31.3782,38.9211,29.7867,38.275,
605.378,605.454,0.0764166,91,0,160.568,0,32.3,29.378,26.7832,15.4946,29.295,42.9128,
979.82,979.82,2.27374e-13,34,0,10.5695,0,27.419,31.88,41.69,17.1214,34.5964,18.7731,
920.371,920.371,7.95808e-13,39,0,13.4306,0,33.81,25,54.5193,17.4579,18.9233,38.2517,
932.129,932.129,4.54747e-13,47,0,32.4666,0,33.36,19.125,40,18.345,39.4733,10.34,
946.523,946.523,0,34,0,11.024,0,26.7575,18.6625,12.9218,35.1054,27.7217,10.5917,
894.323,894.323,-2.27374e-13,39,0,15.6879,0,24.114,20.375,24.5886,33.2521,38.4375,6.9525,
871.126,871.209,0.083237,56,0,73.9625,0,34.347,23.169,29.8946,41.4911,34.9469,9.81583,
852.078,852.078,2.81943e-11,68,0,80.0951,0,36.5095,22.3115,37.9421,44.5793,35.1392,46.8386,
853.132,853.182,0.0496528,96,0,270.08,0,35.236,23.732,35.9368,36.1104,33.3908,12.1042,
848.495,848.59,0.0947889,43,0,28.1465,0,35.955,18.645,37.4475,31.5575,36.585,41.4794,
861.355,861.44,0.0853069,52,0,56.593,0,36.14,21.249,43.3354,40.9882,38.4217,4.74444,
841.049,841.058,0.00896685,71,0,164.211,0,28.0515,4.2755,35.775,35.1243,29.6992,3.6025,
858.08,858.122,0.0422948,80,0,233.719,0,30.93,41.46,33.1546,9.15179,35.82,41.8478,
843.238,843.292,0.0536676,76,0,143.633,0,42.7155,12.8665,39.1079,43.2414,41.3078,45.0706,
818.841,818.907,0.0656447,72,0,116.567,0,23.45,38.743,40.7393,4.74143,35.535,44.9417,
829.026,829.109,0.0829241,81,0,151.243,0,21.244,37.342,29.8096,12.1489,25.1958,45.7792,
840.069,840.162,0.0933981,79,0,248.245,0,39.452,16.559,42.4075,12.9982,39.6036,6.37194,
813.234,813.334,0.0998693,112,0,681.558,0,31.9305,37.7885,36.6018,43.9911,41.4406,43.06,
831.81,831.894,0.0840447,91,0,286.927,0,29.56,36.962,37.8964,45.1029,38.0219,3.87861,
843.386,843.483,0.0969647,89,0,479.668,0,36.625,37.92,35.8857,7.86357,33.3325,6.5675,
833.026,833.107,0.0809769,113,0,596.712,0,27.095,40.443,35.4829,44.2407,27.2019,11.7353,
1281.03,1281.04,0.00875755,41,0,25.391,0,42.2835,20.0895,33.1793,28.35,39.0336,26.3781,
1198.29,1198.29,1.45519e-11,53,0,50.454,0,35.4935,27.1745,35.8996,34.9518,35.9183,38.675,
1174.18,1174.25,0.0636228,45,0,44.2898,0,34.428,21.661,29.9071,13.0336,35.18,14.8667,
1182.15,1182.23,0.0785184,39,0,25.5029,0,42.444,38.267,42.9304,30.9982,36.0772,10.9039,
1165.82,1165.92,0.0988324,52,0,58.7163,0,26.0915,24.0225,27.7304,30.1575,21.4675,36.7969,
1172.22,1172.31,0.0887184,49,0,58.7748,0,35.825,28.431,37.965,33.0779,45.1242,8.54917,
1106.85,1106.94,0.093697,48,0,79.6139,0,33.773,21.985,39.4675,34.1125,35.0947,10.1042,
1091.49,1091.56,0.0734789,59,0,104.789,0,35.8095,12.2515,34.6425,7.77679,24.7683,6.62278,
1095.25,1095.35,0.0970912,62,0,141.271,0,36.2975,21.4065,35.6025,15.2225,37.1125,44.0625,
1132.07,1132.11,0.0356917,62,0,88.8746,0,23.6555,15.2865,25.0493,17.91,28.2469,41.9308,
1091.1,1091.15,0.048057,70,0,125.902,0,38.4025,38.3875,41.2761,7.40036,41.8867,7.39944,
1059.19,1059.19,6.36646e-12,99,0,628.972,0,33.0675,27.2395,28.3064,44.0621,33.67,42.19,
1072.36,1072.41,0.0503394,57,0,148.806,0,36.61,16.448,29.74,8.465,29.9431,4.46417,
1092.23,1092.33,0.0971643,60,0,200.975,0,34.9995,11.6185,27.2375,41.7932,31.8458,3.97694,
1052.9,1052.99,0.0883849,83,0,278.564,0,29.8015,10.9795,32.8518,42.9525,33.17,6.48167,
