239.955,239.955,2.84217e-14,4,4,0.125947,0.112588,22.537,42.975,44.0429,42.975,23.87,40.975,
234.939,234.939,-3.12639e-13,12,12,0.898483,0.881106,42.633,6.9,18.5529,12.875,38.22,12.125,
237.022,237.022,-1.13687e-13,10,10,0.254538,0.244504,46.667,32.45,20.8271,25.725,52.675,25.725,
238.669,238.669,0,24,24,11.728,11.6871,51.9375,10.2675,14.1482,35.2561,26.8436,11.9025,
226.635,226.635,2.84217e-14,5,5,0.0803817,0.0753625,46.392,20.1,13.125,23.975,59.045,13.5,
238.853,238.853,-8.75389e-12,37,37,328.66,328.534,40.737,25.409,9.8,24.855,64.085,28.3894,
233.05,233.05,-2.84217e-14,16,16,3.94195,3.92697,15.225,18.875,45.185,15.425,59.08,12.7639,
240.389,240.457,0.0683761,54,54,490.358,490.178,52.01,24.05,13.5393,21.1,27.7681,37.6575,
238.994,238.994,2.84217e-14,19,19,6.82625,6.808,18.55,35.959,44.5086,42.475,33.46,37.2,
244.326,244.326,0,21,21,57.1255,57.0929,26.775,14.351,47.88,34.9643,64.12,22.85,
237.521,237.521,5.68434e-14,19,19,3.60178,3.58378,18.767,39.425,58.485,44.145,4.865,40.285,
233.332,233.352,0.0204764,59,59,3656.96,3656.6,17.85,32.884,47.1225,7.54179,61.285,28.51,
233.373,233.373,0,12,12,1.39386,1.38123,23.469,46.425,48.3771,35.95,43.575,43.6,
229.341,229.341,2.84217e-14,20,20,102.156,102.111,43.547,40.25,18.665,36.175,58.24,36.175,
236.611,236.611,0,28,28,286.136,286.048,47.164,11.3,49.7436,25.9,20.4294,5.65,
232.192,232.192,-5.68434e-14,32,32,242.418,242.311,25.48,23.676,49.0979,18.025,39.9,18.025,
231.988,231.988,0,15,15,1.23294,1.21801,50.089,4.3,19.005,1.725,49.42,2.175,
232.317,232.317,3.12639e-13,48,48,2024.17,2023.86,23.667,44.725,49.19,37.475,37.415,42.95,
235.129,236.882,1.75289,44,44,3742.39,3741.93,19.946,30.53,49.105,28.1064,63,13.8383,
