Attack510Repeat1.txt,78.9674,211.218,211.218,0,16,32,0.413694,0.374592,34.8285,31.3175,34.8285,31.3175,activeArcs_record,1,3,5,9,15,16,25,35,54,57,61,62,66,78,98,103,107,127,146,147,150,168,188,192,198,204,216,219,
Attack1010Repeat1.txt,96.5232,307.322,307.322,5.68434e-14,12,24,0.25187,0.224374,39.1085,34.8255,39.1085,34.8255,activeArcs_record,0,1,7,11,15,47,57,58,98,103,107,146,149,190,196,239,246,284,292,327,328,337,373,377,380,420,423,428,451,
Attack1510Repeat1.txt,89.3085,423.048,423.048,0,27,54,2.27899,2.19498,32.0505,24.7535,32.0505,24.7535,activeArcs_record,1,6,9,16,42,55,61,91,92,101,103,134,139,147,149,150,184,185,189,192,195,199,231,236,241,242,281,284,287,292,328,333,337,376,379,380,419,420,425,429,464,465,468,469,472,505,510,515,521,546,551,561,563,587,592,606,607,609,628,633,648,652,655,664,667,676,679,
Attack2010Repeat1.txt,102.61,549.15,549.15,1.13687e-13,23,46,0.718783,0.672825,31.699,32.472,31.699,32.472,activeArcs_record,2,3,6,8,21,25,42,51,66,93,97,108,142,153,185,195,236,241,284,287,328,333,334,377,380,383,422,423,426,431,464,469,475,477,481,505,514,517,526,546,558,564,569,587,606,614,618,628,650,661,669,698,699,710,741,745,751,786,790,794,827,833,843,868,878,885,900,906,
