Attack510Repeat1.txt,78.9674,140.993,140.993,-2.84217e-14,39,195,157.24,155.566,5.124,27.187,5.124,27.187,5.124,27.187,5.124,27.187,5.124,27.187,
radius,1.631,3.262,4.893,6.524,8.155,9.786,11.417,
activeArcs_record,0,1,3,4,5,6,7,8,9,12,17,25,28,31,35,41,45,50,54,62,66,68,78,88,92,98,107,117,127,137,146,149,150,160,168,173,176,178,188,190,195,198,204,207,210,216,221,
C0a,27.8504,25.1267,18.5442,18.5743,7.60345,7.57457,5.72983,8.82907,12.336,13.3211,11.9828,14.2367,0.422966,15.8061,11.5948,17.1573,17.3865,14.059,15.2815,18.6901,17.7459,18.378,22.5285,15.3934,19.9305,19.2428,10.8541,15.0454,13.8276,12.1965,15.0988,11.1436,13.5108,13.8157,14.0983,14.2917,2.876,14.9067,15.103,15.9608,14.9773,12.5452,9.31483,19.0083,20.0725,29.3242,37.9552,
Yoptimal_record,0.145736,0.117042,0.150621,0.0403609,0.0189199,0.104658,0.101984,0.0763277,0.24435,0.145736,0.117042,0.16805,0.0174285,0.0229324,0.0189199,0.104658,0.101984,0.0763277,0.24435,0.145736,0.105875,0.179217,0.0418523,0.206642,0.0763277,0.24435,0.25161,0.179217,0.0418523,0.282969,0.24435,0.180808,0.070802,0.179217,0.0418523,0.0140458,0.0140458,0.268924,0.240398,0.00395295,0.180808,0.070802,0.22107,0.0140458,0.268924,0.240398,0.00395295,
x,3.78,4.97,5.355,5.565,6.335,6.44,6.475,8.12,8.645,9.87,12.11,12.495,7.21,13.755,14.525,17.745,17.78,19.495,21.105,25.235,26.285,26.88,28.07,32.865,32.935,35.945,39.83,41.3,42.07,45.465,48.51,50.645,51.835,53.55,54.18,56.42,50.855,58.275,61.075,61.355,62.895,64.085,64.925,66.115,67.305,68.985,69.265,
y,27.325,25.9,22.525,22.5,16.15,16.025,14.15,13.2,9.7,44.1,39.55,36.175,31.625,26.875,20.525,18.4,16.525,12.05,4.675,46.975,43.85,43.025,30.1,22.2,18.675,9.6,45.625,40.25,34.65,25.525,10.425,44.525,44.175,36.75,34.8,23.85,26.075,21.65,6.875,2.55,41.425,41.075,38.2,29.2,28.275,23.4,19.075,
Attack1010Repeat1.txt,96.5232,165.533,165.608,0.0743074,59,295,995.891,984.173,20.9609,28.905,20.9609,28.905,20.9609,28.905,20.9609,28.905,20.9609,28.905,
radius,1.65971,3.31943,4.97914,6.63886,8.29857,9.95829,11.618,
activeArcs_record,0,1,4,5,6,7,8,11,15,30,35,40,45,47,51,52,58,71,72,76,82,86,87,98,101,107,112,117,127,132,146,147,149,153,158,159,160,170,175,188,189,193,195,196,201,206,211,220,221,226,230,236,239,242,245,246,250,255,261,265,270,275,284,285,288,292,298,308,313,317,326,327,328,331,337,347,358,362,369,372,377,380,390,405,413,420,423,428,434,443,451,
C0a,11.96,8.49165,5.7079,3.87232,7.55463,19.9771,30.3819,6.02921,5.51406,7.70887,11.5653,11.7387,6.36419,10.582,5.66612,6.80177,6.99157,9.6623,6.15325,13.6962,17.5461,21.0328,20.864,8.77513,6.63853,8.68093,9.39076,11.5145,14.2889,19.504,5.81592,6.28093,5.78468,4.84266,4.78841,4.64178,4.50401,5.87804,9.74977,17.7414,12.3236,9.51961,13.2307,12.2688,15.0017,14.4888,11.1976,12.8343,10.2905,7.7346,7.71433,5.87555,4.98913,5.46092,5.15489,5.1631,6.86531,8.54927,9.99178,9.41053,9.28154,8.91687,6.28205,8.63379,7.50627,7.0287,11.6771,8.20936,12.9077,12.5111,7.11969,8.68014,9.78899,9.10343,8.63146,15.1451,19.4124,7.41734,7.29715,5.2691,6.17414,7.02033,6.59303,11.4643,14.0064,11.5809,11.2439,20.948,14.9359,5.13869,12.55,
Yoptimal_record,0.190736,0.0597596,0.0380142,0.170625,0.11427,0.219605,0.20699,0.190736,0.0597596,0.0380142,0.170625,0.11427,0.111995,0.10761,0.198262,0.0087281,0.250496,0.0154003,0.0226139,0.170625,0.11427,0.108233,0.00376181,0.305872,0.0087281,0.250496,0.0154003,0.193239,0.222503,0.00376181,0.0918001,0.2228,0.250496,0.0154003,0.0171554,0.158312,0.0177715,0.222503,0.00376181,0.0313119,0.0604881,0.2228,0.0726893,0.193207,0.0171554,0.158312,0.0177715,0.0310765,0.191427,0.00376181,0.0313119,0.0604881,0.2228,0.0726893,0.167734,0.0254726,0.0171554,0.158312,0.0177715,0.0310765,0.191427,0.0350737,0.214536,0.0687521,0.167734,0.115317,0.158312,0.0488479,0.191427,0.0350737,0.0251243,0.0171707,0.172241,0.0687521,0.283052,0.158312,0.0488479,0.226501,0.0251243,0.0171707,0.240993,0.283052,0.158312,0.275349,0.0171707,0.0251243,0.240993,0.283052,0.158312,0.292519,0.266117,
x,1.925,2.1,2.8,3.465,3.605,3.85,4.375,5.005,5.18,7.315,8.155,8.435,9.135,9.205,9.73,10.465,11.27,12.705,13.51,13.685,15.05,15.505,15.96,16.38,17.115,17.605,17.99,19.25,20.79,21.385,23.03,23.24,23.31,23.695,24.15,24.22,24.22,25.235,27.055,29.47,29.645,29.995,30.135,30.485,31.29,31.395,31.78,32.48,32.795,34.615,35.735,36.155,36.295,36.89,37.1,37.24,38.045,38.29,39.48,39.48,40.25,40.425,41.23,41.37,42.735,42.875,43.435,45.43,46.515,46.55,47.25,48.09,48.44,48.58,49.7,50.715,53.025,53.655,54.39,54.915,55.93,56.595,57.68,60.97,61.25,63.595,63.945,64.54,64.96,67.13,69.16,
y,41.225,39.475,37.875,36,32,25.5,20.3,46.175,44.425,38.675,31.75,23.65,15.1,11.525,6.325,5.15,45.825,41.25,38.125,33.075,26.5,24.45,24.2,5.475,4.3,43.275,42.3,34.45,27.6,24.35,2.475,2.375,39.325,38.775,30.875,30.625,30.475,22.425,17.6,9.325,6.025,3.85,43.85,42.9,37.675,36.85,32.325,28.325,24.05,21.85,20.3,9.3,7.225,49.15,48.475,48.2,46.15,38.05,28.7,28.375,19.975,19.375,5.975,4.45,48.15,47.875,38.9,25.8,10.85,10.625,4.75,4.075,2.7,1.175,44.125,37.15,18.475,7.65,5.15,4.925,2.6,40.575,31.825,13.525,11.65,6.5,6,30.05,26.825,19.075,14.375,
Attack1510Repeat1.txt,89.3085,178.051,182.381,4.33006,54,270,3738.71,3705.33,18.0956,13.7196,18.0956,13.7196,18.0956,13.7196,18.0956,13.7196,18.0956,13.7196,
radius,1.70986,3.41971,5.12957,6.83943,8.54929,10.2591,11.969,
activeArcs_record,0,1,3,4,5,6,7,8,11,15,17,27,32,37,40,42,47,52,57,66,76,82,86,91,96,100,101,103,109,119,128,129,134,138,142,147,150,159,169,173,179,184,192,199,204,214,224,225,229,230,236,241,246,255,257,265,270,275,284,285,287,292,293,297,298,307,313,318,327,328,330,333,337,343,344,349,354,363,368,374,376,380,389,395,399,400,404,405,409,410,414,415,420,423,429,430,434,444,449,454,455,460,465,466,469,472,477,486,491,495,496,500,505,510,514,521,527,532,537,543,547,553,557,558,563,572,577,579,584,594,602,603,606,607,609,614,618,629,633,634,643,648,652,655,658,667,670,673,676,679,
C0a,33.9104,24.5755,18.265,5.74586,2.55977,2.11698,14.2555,15.0864,4.97148,5.67335,3.64549,3.80623,4.18803,6.59128,7.84161,3.9368,12.4172,4.01,5.22394,3.86602,3.20732,4.43519,4.71968,3.30619,3.93286,3.55578,2.94043,3.55951,4.41956,5.89041,8.48261,6.43467,6.94158,5.75066,9.89044,9.9165,6.72019,8.08619,4.77678,4.29535,5.96029,4.60566,7.02728,4.93,6.81162,6.14906,4.7733,5.12978,6.70458,5.37912,8.11104,7.38147,3.89647,3.9705,4.07953,8.10223,5.90021,12.1162,9.25378,9.5032,6.36805,6.26099,9.51357,6.14858,6.414,6.96417,8.80265,10.1495,6.50577,6.96096,6.63931,5.10406,4.42719,5.6305,4.327,4.27468,3.55135,4.59471,2.78183,5.74826,2.37118,1.96573,5.39216,5.25047,5.21009,4.50245,5.09313,10.6192,6.39316,6.26631,3.79933,4.04031,5.37651,4.62871,8.43759,13.4691,10.0062,7.95063,10.1036,3.44803,3.98246,4.45982,4.98913,5.90122,7.89882,11.8308,6.46518,4.79438,4.51643,6.04669,6.61838,6.09262,5.20265,4.00532,3.79189,4.97025,6.6073,7.21543,6.27579,5.62782,5.1188,8.64436,8.6199,7.69723,5.63205,3.98201,4.15856,5.05446,8.46353,8.58492,8.78495,4.64321,6.43467,7.38241,8.48591,7.65882,7.57001,7.70065,7.36376,11.02,7.89446,9.31877,8.788,10.1027,9.49165,6.14088,12.8408,19.1412,25.3379,29.48,
Yoptimal_record,0.104308,0.193246,0.117096,0.100902,0.0675492,0.104567,0.0705827,0.241748,0.104308,0.0674495,0.125797,0.117096,0.100902,0.0675492,0.00696413,0.0976032,0.0705827,0.241748,0.171758,0.125797,0.117096,0.107866,0.0675492,0.0976032,0.0705827,0.0776552,0.164093,0.171758,0.125797,0.117096,0.121267,0.0541489,0.0976032,0.0705827,0.0776552,0.164093,0.171758,0.125797,0.117096,0.121267,0.0541489,0.245841,0.164093,0.171758,0.125797,0.238362,0.00104025,0.0531086,0.142249,0.103592,0.164093,0.171758,0.125797,0.0692926,0.16907,0.00104025,0.195358,0.103592,0.138382,0.0257114,0.171758,0.0281798,0.0976168,0.0386789,0.0306137,0.17011,0.195358,0.103592,0.0114233,0.126959,0.0257114,0.171758,0.0281798,0.0930775,0.0432182,0.0306137,0.17011,0.195358,0.103592,0.0371347,0.126959,0.199938,0.0930775,0.0432182,0.0184041,0.0122096,0.0609993,0.109111,0.0841389,0.111219,0.0336756,0.0699161,0.126959,0.0371347,0.184385,0.0155527,0.0930775,0.0616224,0.0732089,0.186011,0.00723796,0.144895,0.0078391,0.062077,0.164093,0.184385,0.10863,0.0616224,0.0732089,0.146214,0.0397971,0.00723796,0.144895,0.0078391,0.22617,0.184385,0.10863,0.0616224,0.219423,0.0470351,0.144895,0.0078391,0.0935088,0.132661,0.184385,0.10863,0.0390843,0.0225381,0.219423,0.19193,0.0250308,0.0763171,0.115517,0.0171447,0.184385,0.10863,0.0390843,0.0225381,0.162393,0.0570302,0.216961,0.191834,0.0171447,0.184385,0.147714,0.184931,0.0570302,0.216961,0.191834,0.0171447,
x,0.56,0.7,0.91,1.05,1.05,1.12,1.19,1.47,2.31,2.45,3.08,3.395,3.64,3.885,3.71,3.99,4.095,4.795,5.32,6.055,6.3,6.93,7.175,7.49,7.735,8.26,8.26,8.505,8.785,10.43,11.235,11.515,12.18,12.39,12.495,12.915,13.37,13.65,15.75,16.03,16.415,16.94,17.605,18.515,19.11,20.02,20.65,20.895,21.035,21.21,21.945,22.645,23.205,23.625,23.905,24.43,25.2,26.285,27.23,27.265,27.545,27.93,28.21,28.315,28.525,29.33,30.555,31.465,31.955,32.27,31.99,32.515,32.83,33.39,33.425,33.845,34.44,35.245,35.315,35.455,35.735,35.91,36.855,37.345,37.555,37.8,37.87,37.975,38.08,38.185,38.255,38.325,38.92,38.955,39.13,39.27,39.935,40.705,41.195,41.37,41.58,42.14,42.595,43.12,43.645,43.785,43.995,44.31,44.94,45.01,45.92,46.13,46.62,47.005,47.95,48.685,49.63,49.665,50.19,51.52,51.555,52.675,53.095,53.305,53.97,54.88,55.02,55.37,55.685,56.595,57.715,57.785,57.995,58.52,58.975,59.22,59.325,61.6,61.775,62.09,62.58,63.035,64.435,65.555,65.765,67.69,68.005,68.005,68.39,69.265,
y,32.8,28.125,24.95,18.575,16.75,16.25,8.8,8.425,47.65,42.975,40.3,34.875,22.55,20.325,20.225,16.1,7.675,1.2,47.55,38.65,34.625,25.325,24.925,15.175,12.775,2.4,1.425,48.6,38.65,33.725,30.125,25.625,13.2,11.775,7.5,5.25,47.625,42.55,34.1,33.85,22.125,13.175,5.875,45.9,42.275,31.875,20.45,19.625,17.075,14.025,5.6,47.05,39.95,30.45,29.025,24.825,17.025,7.775,4.575,4.45,48,41.65,36.625,32.225,31.825,29.2,17.175,6.55,2.975,2.975,2.85,45.275,43.75,34.875,32.65,32.1,30.375,17.675,10.075,2.7,4.5,44.525,39.075,34.225,34.075,33.325,32.8,25.975,18.325,13.125,9.95,8.5,2.325,0.525,41.025,38.3,36.7,32.5,29.85,20.225,20.05,11.35,8.325,7.45,4.075,42.85,34.225,30.125,24.425,21.625,18.075,17.9,13.15,8.775,7.35,48.275,36.15,32.8,24.4,15.6,14.35,10.875,10.325,9.175,48.6,35.5,34.65,33.35,28.475,18,17.325,14.975,13.825,7.6,45.275,38.15,38.125,32.45,32.175,28.15,19.675,14.125,5.75,39.125,38.875,34.5,30.475,27.225,24.025,21.875,
