Attack510Repeat1.txt,78.9674,468.716,468.716,2.84217e-13,20,80,2.30478,2.23576,33.1325,23.0975,33.1325,23.0975,33.1325,23.0975,33.1325,23.0975,
radius,16.31,32.62,48.93,65.24,81.55,97.86,114.17,
activeArcs_record,0,2,8,9,11,20,21,50,54,57,62,66,93,98,103,107,142,146,147,150,183,188,193,198,213,216,221,
C0a,27.8504,23.3729,8.82907,12.336,12.0809,13.7274,11.813,14.059,15.2815,20.132,18.6901,17.7459,18.6639,19.2428,11.3555,10.8541,17.1567,15.0988,18.124,13.5108,14.8615,15.103,14.1283,12.5452,29.0759,29.3242,37.9552,
Yoptimal_record,0.0394799,0.474689,0.116369,0.369462,0.0394799,0.212859,0.26183,0.116369,0.369462,0.0394799,0.212859,0.26183,0.116369,0.369462,0.0394799,0.474689,0.116369,0.253094,0.116369,0.514169,0.116369,0.253094,0.116369,0.514169,0.116369,0.253094,0.116369,
x,3.78,5.32,8.12,8.645,9.135,11.41,12.46,19.495,21.105,24.465,25.235,26.285,33.81,35.945,39.795,39.83,46.9,48.51,49.105,51.835,60.06,61.075,61.95,64.085,68.53,68.985,69.265,
y,27.325,24.975,13.2,9.7,44.175,41.75,38.625,12.05,4.675,47.75,46.975,43.85,16.85,9.6,46.325,45.625,16.225,10.425,8.925,44.175,9.45,6.875,1.05,41.075,23.55,23.4,19.075,
Attack1010Repeat1.txt,96.5232,763.021,763.021,-1.02318e-12,38,152,13.229,13.0195,32.1593,4.74143,32.1593,4.74143,32.1593,4.74143,32.1593,4.74143,
radius,16.5971,33.1943,49.7914,66.3886,82.9857,99.5829,116.18,
activeArcs_record,1,3,7,8,15,26,47,52,57,58,72,98,101,103,107,119,146,149,170,190,195,196,221,239,242,246,272,284,285,291,292,293,322,326,327,328,331,333,337,343,367,372,373,377,380,390,409,414,420,423,428,434,443,446,451,
C0a,8.49165,7.70146,19.9771,30.3819,5.51406,9.37061,10.582,6.80177,6.69198,6.99157,6.15325,8.77513,6.63853,9.06466,8.68093,19.7535,5.81592,5.78468,5.87804,9.75531,13.2307,12.2688,10.2905,4.98913,5.46092,5.1631,18.3954,6.28205,8.63379,5.12197,7.0287,7.44301,8.02514,7.11969,8.68014,9.78899,9.10343,11.5997,8.63146,17.4313,6.72477,5.2691,5.66414,6.17414,7.02033,6.59303,13.5093,12.781,11.5809,11.2439,20.948,14.9359,5.13869,6.32484,12.55,
Yoptimal_record,0.470063,0.0333218,0.222458,0.274157,0.470063,0.0333218,0.222458,0.274157,0.153917,0.316146,0.0333218,0.222458,0.274157,0.153917,0.316146,0.0333218,0.496615,0.470063,0.0333218,0.496615,0.271386,0.198677,0.0333218,0.496615,0.271386,0.198677,0.0333218,0.4744,0.0222145,0.150476,0.221986,0.0976023,0.0333218,0.0692896,0.139278,0.265833,0.0222145,0.150476,0.221986,0.0976023,0.102611,0.0237092,0.115569,0.288047,0.372461,0.0976023,0.102611,0.0237092,0.115569,0.288047,0.372461,0.0976023,0.102611,0.0237092,0.403616,
x,2.1,2.555,3.85,4.375,5.18,7.07,9.205,10.465,11.095,11.27,13.51,16.38,17.115,17.43,17.605,19.565,23.03,23.31,25.235,29.785,30.135,30.485,32.795,36.295,36.89,37.24,40.355,41.23,41.37,42.175,42.875,42.98,46.76,47.25,48.09,48.44,48.58,49,49.7,50.47,54.075,54.915,55.23,55.93,56.595,57.68,61.25,61.81,63.595,63.945,64.54,64.96,67.13,67.69,69.16,
y,39.475,39,25.5,20.3,44.425,39.8,11.525,5.15,45.925,45.825,38.125,5.475,4.3,43.375,43.275,30.075,2.475,39.325,22.425,3.95,43.85,42.9,24.05,7.225,49.15,48.2,15.125,5.975,4.45,49.375,47.875,47.6,5.825,4.75,4.075,2.7,1.175,45.625,44.125,38.325,5.9,4.925,4.475,2.6,40.575,31.825,11.95,10.425,6.5,6,30.05,26.825,19.075,17.85,14.375,
Attack1510Repeat1.txt,89.3085,1094.51,1094.51,1.29603e-11,29,116,15.4914,15.2758,36.2371,11.9357,36.2371,11.9357,36.2371,11.9357,36.2371,11.9357,
radius,17.0986,34.1971,51.2957,68.3943,85.4929,102.591,119.69,
activeArcs_record,0,1,5,8,11,15,36,37,52,57,83,86,101,103,128,134,146,147,149,150,173,184,188,192,195,199,214,230,236,241,257,277,284,287,307,327,328,333,334,354,372,376,379,380,385,405,414,419,420,425,429,436,454,459,466,469,472,487,495,500,514,515,521,537,541,558,560,563,584,602,606,609,633,643,648,655,667,673,676,
C0a,33.9104,24.5755,2.55977,15.0864,4.97148,5.67335,7.008,6.59128,4.01,5.22394,9.76158,4.71968,2.94043,3.55951,8.48261,6.94158,10.0217,9.9165,6.65676,6.72019,4.29535,4.60566,6.0645,7.02728,6.87605,4.93,6.14906,5.37912,8.11104,7.38147,4.07953,13.9498,9.25378,6.36805,6.96417,6.50577,6.96096,5.10406,6.051,3.55135,4.5845,2.37118,5.01942,1.96573,3.35491,10.6192,3.79933,5.36143,5.37651,12.507,8.43759,13.1904,3.44803,9.1145,5.90122,7.89882,11.8308,6.98795,6.04669,6.09262,3.79189,3.9973,4.97025,6.27579,9.36619,7.69723,9.74385,5.63205,8.46353,8.78495,6.43467,8.48591,7.36376,7.89446,9.31877,10.1027,6.14088,19.1412,25.3379,
Yoptimal_record,0.374407,0.121975,0.0610872,0.44253,0.374407,0.121975,0.056053,0.00503419,0.44253,0.496383,0.056053,0.00503419,0.44253,0.496383,0.00503419,0.056053,0.0212264,0.421304,0.14221,0.354172,0.00503419,0.056053,0.0212264,0.421304,0.14221,0.354172,0.00503419,0.0772794,0.421304,0.496383,0.00503419,0.0772794,0.421304,0.496383,0.00503419,0.0183691,0.480214,0.355359,0.141024,0.00503419,0.0183691,0.480214,0.0257598,0.329599,0.141024,0.00503419,0.0183691,0.0951477,0.385066,0.0257598,0.329599,0.141024,0.00503419,0.0183691,0.0951477,0.385066,0.355359,0.141024,0.00503419,0.0183691,0.191313,0.288901,0.355359,0.146058,0.0183691,0.191313,0.288901,0.355359,0.164427,0.288901,0.191313,0.355359,0.164427,0.288901,0.191313,0.355359,0.164427,0.288901,0.191313,
x,0.56,0.7,1.05,1.47,2.31,2.45,3.64,3.885,4.795,5.32,7.21,7.175,8.26,8.505,11.235,12.18,12.845,12.915,13.16,13.37,16.03,16.94,17.29,17.605,18.305,18.515,20.02,21.21,21.945,22.645,23.905,26.74,27.23,27.545,29.33,31.955,32.27,32.515,32.795,34.44,35.35,35.735,35.875,35.91,36.855,37.975,38.255,38.395,38.92,39.095,39.13,40.25,41.37,41.685,43.12,43.645,43.785,44.695,45.01,46.13,47.95,47.95,48.685,50.19,51.1,53.305,53.095,53.97,55.685,57.715,57.995,58.975,61.775,62.58,63.035,65.555,67.69,68.005,68.39,
y,32.8,28.125,16.75,8.425,47.65,42.975,20.725,20.325,1.2,47.55,19.3,24.925,1.425,48.6,30.125,13.2,5.375,5.25,48.725,47.625,33.85,13.175,12.025,5.875,47,45.9,31.875,14.025,5.6,47.05,29.025,6.975,4.575,48,29.2,2.975,2.975,45.275,44.725,30.375,7.3,4.5,46.775,44.525,42.375,25.975,9.95,5.7,2.325,43.275,41.025,35.125,20.225,14.85,7.45,4.075,42.85,26.325,21.625,17.9,7.35,6.55,48.275,24.4,20.85,9.175,9.525,48.6,28.475,17.325,13.825,45.275,32.175,19.675,14.125,39.125,34.5,27.225,24.025,
Attack2010Repeat1.txt,102.61,1479.58,1479.66,0.0810388,38,152,28.1416,27.7456,38.7382,10.2504,38.7382,10.2504,38.7382,10.2504,38.7382,10.2504,
radius,16.9671,33.9343,50.9014,67.8686,84.8357,101.803,118.77,
activeArcs_record,3,7,9,25,47,54,66,97,98,108,109,142,147,153,158,185,193,195,199,236,239,241,284,285,287,327,328,331,334,374,377,383,423,425,426,469,471,475,515,517,561,563,564,606,609,613,650,656,698,699,705,741,742,745,747,786,790,791,793,794,827,828,833,837,839,843,868,873,878,882,883,885,900,903,906,909,911,
C0a,4.53278,5.50349,13.0697,7.84391,12.314,5.02881,6.23982,7.15196,7.29513,8.96437,6.90294,3.86207,6.83205,4.36038,4.48769,5.52113,7.40509,9.00316,12.2123,5.00873,3.50612,2.88617,4.00944,7.81857,3.05378,5.95789,3.41315,5.86331,4.04784,4.07983,6.85328,3.04345,9.70598,4.64321,4.3736,3.09458,3.56741,2.19804,2.75661,11.6047,4.07236,15.2569,10.0335,2.5773,12.109,6.73573,5.00888,11.7552,2.42588,3.15159,7.26395,5.05128,3.38421,3.47794,3.47794,3.95707,4.38567,5.98121,9.58249,5.7717,23.5223,15.8462,16.7398,17.1164,10.1666,6.74855,10.2189,15.064,14.327,17.0432,17.641,4.08545,21.8449,35.4776,36.5694,41.0653,41.6085,
Yoptimal_record,0.51019,0.235647,0.254163,0.51019,0.235647,0.254163,0.51019,0.149683,0.340127,0.314977,0.195213,0.149683,0.340127,0.314977,0.195213,0.149683,0.340127,0.314977,0.195213,0.149683,0.340127,0.51019,0.143584,0.346226,0.51019,0.0219355,0.121648,0.346226,0.51019,0.0219355,0.467875,0.51019,0.48981,0.115602,0.394588,0.48981,0.115602,0.394588,0.48981,0.51019,0.48981,0.255899,0.254291,0.48981,0.255899,0.254291,0.48981,0.51019,0.374155,0.115655,0.51019,0.0606567,0.313499,0.115655,0.51019,0.0606567,0.0867615,0.342392,0.501594,0.00859554,0.00512824,0.0555284,0.0867615,0.342392,0.501594,0.00859554,0.00512824,0.0555284,0.0867615,0.22679,0.115602,0.51019,0.00512824,0.0555284,0.0867615,0.22679,0.115602,
