Attack510Repeat1.txt,78.9674,211.218,211.218,0,16,32,0.361202,0.327391,34.8285,31.3175,34.8285,31.3175,
radius,22.834,45.668,68.502,91.336,114.17,
activeArcs_record,1,3,5,9,15,16,25,35,54,57,61,62,66,78,98,103,107,127,146,147,150,168,188,192,198,204,216,219,
C0a,25.1267,18.5442,7.60345,12.336,11.9485,12.9003,14.2367,11.5948,15.2815,20.132,18.6764,18.6901,17.7459,22.5285,19.2428,11.3555,10.8541,13.8276,15.0988,18.124,13.5108,14.0983,15.103,14.5856,12.5452,9.31483,29.3242,31.1133,
Yoptimal_record,0.2,0.3,0.2,0.3,0.0222222,0.177778,0.3,0.2,0.3,0.0222222,0.0444444,0.133333,0.3,0.2,0.3,0.0666667,0.433333,0.2,0.233333,0.0666667,0.5,0.2,0.233333,0.0666667,0.5,0.2,0.233333,0.0666667,
x,4.97,5.355,6.335,8.645,10.325,11.06,12.495,14.525,21.105,24.465,25.2,25.235,26.285,28.07,35.945,39.795,39.83,42.07,48.51,49.105,51.835,54.18,61.075,61.81,64.085,64.925,68.985,69.125,
y,25.9,22.525,16.15,9.7,42.75,42.675,36.175,20.525,4.675,47.75,47.675,46.975,43.85,30.1,9.6,46.325,45.625,34.65,10.425,8.925,44.175,34.8,6.875,4.475,41.075,38.2,23.4,22.5,
Attack1010Repeat1.txt,96.5232,307.322,307.322,5.68434e-14,12,24,0.174471,0.155548,39.1085,34.8255,39.1085,34.8255,
radius,23.236,46.472,69.708,92.944,116.18,
activeArcs_record,0,1,7,11,15,47,57,58,98,103,107,146,149,190,196,239,246,284,292,327,328,337,373,377,380,420,423,428,451,
C0a,11.96,8.49165,19.9771,6.02921,5.51406,10.582,6.69198,6.99157,8.77513,9.06466,8.68093,5.81592,5.78468,9.75531,12.2688,4.98913,5.1631,6.28205,7.0287,8.68014,9.78899,8.63146,5.66414,6.17414,7.02033,11.5809,11.2439,20.948,12.55,
Yoptimal_record,0.434783,0.0434783,0.521739,0.434783,0.0434783,0.521739,0.347826,0.130435,0.521739,0.347826,0.130435,0.521739,0.478261,0.521739,0.478261,0.521739,0.478261,0.521739,0.478261,0.347826,0.173913,0.478261,0.347826,0.173913,0.478261,0.347826,0.173913,0.478261,0.521739,
x,1.925,2.1,3.85,5.005,5.18,9.205,11.095,11.27,16.38,17.43,17.605,23.03,23.31,29.785,30.485,36.295,37.24,41.23,42.875,48.09,48.44,49.7,55.23,55.93,56.595,63.595,63.945,64.54,69.16,
y,41.225,39.475,25.5,46.175,44.425,11.525,45.925,45.825,5.475,43.375,43.275,2.475,39.325,3.95,42.9,7.225,48.2,5.975,47.875,4.075,2.7,44.125,4.475,2.6,40.575,6.5,6,30.05,14.375,
Attack1510Repeat1.txt,89.3085,423.048,423.048,0,27,54,2.11415,2.04151,32.0505,24.7535,32.0505,24.7535,
radius,23.938,47.876,71.814,95.752,119.69,
activeArcs_record,1,6,9,16,42,55,61,91,92,101,103,134,139,147,149,150,184,185,189,192,195,199,231,236,241,242,281,284,287,292,328,333,337,376,379,380,419,420,425,429,464,465,468,469,472,505,510,515,521,546,551,561,563,587,592,606,607,609,628,633,648,652,655,664,667,676,679,
C0a,24.5755,2.11698,16.16,5.8185,3.9368,3.76962,5.01384,3.30619,5.11953,2.94043,3.55951,6.94158,6.96391,9.9165,6.65676,6.72019,4.60566,9.69704,7.31317,7.02728,6.87605,4.93,7.19701,8.11104,7.38147,6.2395,11.2176,9.25378,6.36805,6.26099,6.96096,5.10406,4.42719,2.37118,5.01942,1.96573,5.36143,5.37651,12.507,8.43759,5.98695,4.98913,8.84807,7.89882,11.8308,5.20265,4.00532,3.9973,4.97025,6.85537,7.80526,8.5163,5.63205,13.9059,17.9004,6.43467,7.38241,8.48591,5.73342,7.36376,9.31877,8.788,10.1027,7.22737,6.14088,25.3379,29.48,
Yoptimal_record,0.465149,0.417259,0.117591,0.465149,0.417259,0.117591,0.465149,0.239924,0.177335,0.117591,0.465149,0.239924,0.177335,0.117591,0.213371,0.251778,0.150782,0.0891418,0.177335,0.117591,0.213371,0.251778,0.150782,0.384068,0.195195,0.269954,0.150782,0.384068,0.195195,0.269954,0.534851,0.195195,0.269954,0.534851,0.0604552,0.404694,0.197408,0.337443,0.0604552,0.404694,0.156788,0.0406196,0.0685949,0.268848,0.465149,0.156788,0.109214,0.268848,0.465149,0.156788,0.109214,0.268848,0.465149,0.156788,0.109214,0.160028,0.108819,0.465149,0.156788,0.109214,0.160028,0.108819,0.465149,0.156788,0.109214,0.160028,0.108819,
x,0.7,1.12,1.715,2.975,3.99,5.04,5.845,7.49,7.7,8.26,8.505,12.18,12.74,12.915,13.16,13.37,16.94,17.185,17.535,17.605,18.305,18.515,21.56,21.945,22.645,22.715,27.09,27.23,27.545,27.93,32.27,32.515,32.83,35.735,35.875,35.91,38.395,38.92,39.095,39.13,42.21,42.595,43.12,43.645,43.785,46.62,47.005,47.95,48.685,51.345,51.555,53.305,53.97,55.72,56.105,57.995,58.52,58.975,60.305,61.775,63.035,64.435,65.555,66.395,67.69,68.39,69.265,
y,28.125,16.25,7.925,42.75,16.1,0.7,47.325,15.175,13.75,1.425,48.6,13.2,10.625,5.25,48.725,47.625,13.175,7.15,6,5.875,47,45.9,12.675,5.6,47.05,42.225,5.625,4.575,48,41.65,2.975,45.275,43.75,4.5,46.775,44.525,5.7,2.325,43.275,41.025,9.9,8.325,4.95,4.075,42.85,13.15,8.775,6.55,48.275,16.7,11.55,8.375,48.6,25.85,23.225,13.825,7.6,45.275,33.8,32.175,14.125,5.75,39.125,35.85,34.5,24.025,21.875,
Attack2010Repeat1.txt,102.61,549.15,549.15,1.13687e-13,23,46,0.675413,0.631857,31.699,32.472,31.699,32.472,
radius,23.754,47.508,71.262,95.016,118.77,
activeArcs_record,2,3,6,8,21,25,42,51,66,93,97,108,142,153,185,195,236,241,284,287,328,333,334,377,380,383,422,423,426,431,464,469,475,477,481,505,514,517,526,546,558,564,569,587,606,614,618,628,650,661,669,698,699,710,741,745,751,786,790,794,827,833,843,868,878,885,900,906,
C0a,10.3611,4.53278,3.84401,10.6274,3.50565,7.84391,4.73207,6.99811,6.23982,12.6103,7.15196,8.96437,3.86207,4.36038,5.52113,9.00316,5.00873,2.88617,4.00944,3.05378,3.41315,3.38895,4.04784,6.85328,5.66446,3.04345,4.94899,9.70598,4.3736,4.19125,10.1085,3.09458,2.19804,7.22901,2.18195,3.5399,2.18,11.6047,8.39901,2.1587,3.67418,10.0335,8.43086,20.8836,2.5773,7.32384,2.49046,2.5205,5.00888,3.65952,3.74745,2.42588,3.15159,2.96985,5.05128,3.47794,2.43805,3.95707,4.38567,5.7717,23.5223,16.7398,6.74855,10.2189,14.327,4.08545,21.8449,36.5694,
Yoptimal_record,0.434742,0.0421118,0.0788822,0.444264,0.434742,0.0421118,0.0788822,0.444264,0.476854,0.0788822,0.444264,0.476854,0.523146,0.476854,0.523146,0.476854,0.523146,0.476854,0.523146,0.476854,0.523146,0.0965062,0.380348,0.523146,0.0965062,0.380348,0.0577489,0.465397,0.380348,0.0965062,0.0577489,0.465397,0.0418021,0.338546,0.0965062,0.0577489,0.465397,0.0418021,0.435052,0.0577489,0.465397,0.0418021,0.435052,0.0577489,0.465397,0.0418021,0.435052,0.0577489,0.465397,0.476854,0.0577489,0.294937,0.17046,0.534603,0.294937,0.17046,0.534603,0.294937,0.17046,0.534603,0.294937,0.17046,0.534603,0.294937,0.17046,0.534603,0.294937,0.17046,
x,0.98,1.225,1.61,2.065,3.57,3.815,5.425,6.09,7.385,10.955,11.165,12.32,15.54,16.485,19.005,19.915,22.855,23.38,25.9,26.11,28.91,29.015,29.365,32.375,32.62,32.795,35.385,35.63,36.19,36.505,38.115,38.64,39.165,39.235,39.375,40.635,41.09,41.335,41.405,42.7,43.82,44.24,44.485,45.465,46.865,47.215,47.46,48.44,49.63,50.05,50.715,52.01,52.22,52.78,54.215,54.425,54.81,57.19,57.225,57.715,61.145,61.635,62.65,65.765,66.325,67.55,68.74,68.845,
y,28.25,25.1,22,18.225,33.85,30.7,21.5,10.45,32.075,16.75,9.475,33.3,9.95,38.5,10.3,44.2,10.225,47.85,6.9,46.75,5.7,45.375,45.375,8.925,42.775,44.525,9.7,7.225,45.4,39.825,12.375,2.45,46.325,43.075,39.25,15.75,2.9,40.45,35.575,14.55,3.25,39.425,35.175,25.1,2.6,40.625,38,35.425,4.175,37.875,37.025,5.275,4.975,39.65,6.525,5.1,39.975,7.5,4.95,41.4,17.875,11.4,42.025,24.825,12.4,41.275,31.15,23.775,
