Attack510Repeat1.txt,78.9674,327.838,327.838,2.84217e-13,21,84,1.22091,1.14746,28.5665,34.0545,28.5665,34.0545,28.5665,34.0545,28.5665,34.0545,
radius,22.834,45.668,68.502,91.336,114.17,
activeArcs_record,0,2,3,5,9,11,12,20,25,35,54,55,58,62,66,78,98,101,107,127,147,150,168,192,198,204,219,
C0a,27.8504,23.3729,18.5442,7.60345,12.336,12.0809,13.3211,13.7274,14.2367,11.5948,15.2815,17.3562,20.1602,18.6901,17.7459,22.5285,19.2428,19.8708,10.8541,13.8276,18.124,13.5108,14.0983,14.5856,12.5452,9.31483,31.1133,
Yoptimal_record,0.375,0.0416667,0.104167,0.104167,0.375,0.201389,0.173611,0.0416667,0.104167,0.104167,0.270833,0.104167,0.201389,0.215278,0.104167,0.104167,0.270833,0.104167,0.520833,0.104167,0.375,0.520833,0.104167,0.375,0.520833,0.104167,0.375,
x,3.78,5.32,5.355,6.335,8.645,9.135,9.87,11.41,12.495,14.525,21.105,21.875,24.5,25.235,26.285,28.07,35.945,36.715,39.83,42.07,49.105,51.835,54.18,61.81,64.085,64.925,69.125,
y,27.325,24.975,22.525,16.15,9.7,44.175,44.1,41.75,36.175,20.525,4.675,3.45,47.05,46.975,43.85,30.1,9.6,8.375,45.625,34.65,8.925,44.175,34.8,4.475,41.075,38.2,22.5,
Attack1010Repeat1.txt,96.5232,511.675,511.675,-1.13687e-13,17,68,0.655344,0.620146,29.8735,9.0945,29.8735,9.0945,29.8735,9.0945,29.8735,9.0945,
radius,23.236,46.472,69.708,92.944,116.18,
activeArcs_record,0,7,11,47,57,58,98,103,107,146,149,190,196,239,246,284,292,327,328,337,373,377,380,420,423,428,451,
C0a,11.96,19.9771,6.02921,10.582,6.69198,6.99157,8.77513,9.06466,8.68093,5.81592,5.78468,9.75531,12.2688,4.98913,5.1631,6.28205,7.0287,8.68014,9.78899,8.63146,5.66414,6.17414,7.02033,11.5809,11.2439,20.948,12.55,
Yoptimal_record,0.481481,0.518519,0.481481,0.518519,0.203704,0.277778,0.518519,0.203704,0.277778,0.518519,0.481481,0.518519,0.481481,0.518519,0.481481,0.518519,0.481481,0.259259,0.259259,0.481481,0.259259,0.259259,0.481481,0.259259,0.259259,0.481481,0.518519,
x,1.925,3.85,5.005,9.205,11.095,11.27,16.38,17.43,17.605,23.03,23.31,29.785,30.485,36.295,37.24,41.23,42.875,48.09,48.44,49.7,55.23,55.93,56.595,63.595,63.945,64.54,69.16,
y,41.225,25.5,46.175,11.525,45.925,45.825,5.475,43.375,43.275,2.475,39.325,3.95,42.9,7.225,48.2,5.975,47.875,4.075,2.7,44.125,4.475,2.6,40.575,6.5,6,30.05,14.375,
Attack1510Repeat1.txt,89.3085,721.949,721.949,7.7307e-12,40,160,10.2973,10.1195,33.532,24,33.532,24,33.532,24,33.532,24,
radius,23.938,47.876,71.814,95.752,119.69,
activeArcs_record,0,1,2,8,9,11,15,16,20,52,55,57,61,100,101,103,144,147,149,150,192,195,199,236,241,242,284,287,292,327,328,333,337,338,374,376,379,380,385,419,420,423,425,429,434,464,469,472,477,505,514,515,521,522,527,546,558,561,563,568,572,588,606,607,609,615,633,648,652,653,655,661,667,676,679,681,
