Attack510Repeat1.txt,78.9674,327.838,327.838,2.84217e-13,21,84,1.22091,1.14746,28.5665,34.0545,28.5665,34.0545,28.5665,34.0545,28.5665,34.0545,
radius,22.834,45.668,68.502,91.336,114.17,
C0a,33.9104,24.5755,20.6475,15.0864,16.16,4.97148,5.67335,5.8185,9.2057,4.01,3.76962,5.22394,5.01384,3.55578,2.94043,3.55951,8.51466,9.9165,6.65676,6.72019,7.02728,6.87605,4.93,8.11104,7.38147,6.2395,9.25378,6.36805,6.26099,6.50577,6.96096,5.10406,4.42719,4.76944,5.74826,2.37118,5.01942,1.96573,3.35491,5.36143,5.37651,4.62871,12.507,8.43759,10.0062,5.98695,7.89882,11.8308,6.46518,5.20265,3.79189,3.9973,4.97025,10.5206,6.6073,6.85537,7.69723,8.5163,5.63205,6.5829,3.98201,13.4911,6.43467,7.38241,8.48591,5.78468,7.36376,9.31877,8.788,9.43332,10.1027,7.49,6.14088,25.3379,29.48,30.3529,
Yoptimal_record,0.0480948,0.229811,0.215763,0.301141,0.205191,0.0480948,0.155978,0.0738326,0.215763,0.301141,0.205191,0.204073,0.289596,0.480729,0.0256027,0.493668,0.480729,0.0256027,0.045785,0.447883,0.506332,0.045785,0.447883,0.506332,0.278843,0.214826,0.506332,0.278843,0.214826,0.0719381,0.434393,0.278843,0.197757,0.0170684,0.0719381,0.434393,0.123302,0.353298,0.0170684,0.136794,0.2976,0.0719381,0.123302,0.353298,0.0170684,0.136794,0.369538,0.4766,0.0170684,0.136794,0.0305234,0.339014,0.461147,0.0154533,0.0170684,0.136794,0.0305234,0.339014,0.461147,0.0154533,0.0170684,0.136794,0.0190771,0.350461,0.461147,0.0325218,0.136794,0.0190771,0.332811,0.0176499,0.461147,0.0325218,0.136794,0.0190771,0.332811,0.0176499,
x,0.56,0.7,0.84,1.47,1.715,2.31,2.45,2.975,3.115,4.795,5.04,5.32,5.845,8.26,8.26,8.505,12.915,12.915,13.16,13.37,17.605,18.305,18.515,21.945,22.645,22.715,27.23,27.545,27.93,31.955,32.27,32.515,32.83,33.11,35.455,35.735,35.875,35.91,36.855,38.395,38.92,38.955,39.095,39.13,39.935,42.21,43.645,43.785,43.995,46.62,47.95,47.95,48.685,48.965,49.63,51.345,53.305,53.305,53.97,54.285,54.88,55.895,57.995,58.52,58.975,59.64,61.775,63.035,64.435,64.89,65.555,66.185,67.69,68.39,69.265,69.72,
y,32.8,28.125,26.15,8.425,7.925,47.65,42.975,42.75,40.775,1.2,0.7,47.55,47.325,2.4,1.425,48.6,6.225,5.25,48.725,47.625,5.875,47,45.9,5.6,47.05,42.225,4.575,48,41.65,2.975,2.975,45.275,43.75,43.2,2.7,4.5,46.775,44.525,42.375,5.7,2.325,0.525,43.275,41.025,36.7,9.9,4.075,42.85,34.225,13.15,7.35,6.55,48.275,43.775,36.15,16.7,9.175,8.375,48.6,37.225,35.5,25.575,13.825,7.6,45.275,35.875,32.175,14.125,5.75,5.3,39.125,36.6,34.5,24.025,21.875,21.425,
Attack2010Repeat1.txt,102.61,962.843,962.843,4.54747e-13,20,80,1.67247,1.61366,34.489,12.788,34.489,12.788,34.489,12.788,34.489,12.788,
radius,23.754,47.508,71.262,95.016,118.77,
activeArcs_record,2,8,21,51,66,97,98,107,108,142,146,149,153,185,190,195,236,239,241,284,287,328,334,377,383,422,423,426,466,469,475,476,477,514,515,517,521,522,526,558,561,563,569,606,610,618,650,661,699,710,744,745,751,786,790,794,827,829,834,843,868,878,882,885,900,906,909,
C0a,10.3611,10.6274,3.50565,6.99811,6.23982,7.15196,7.29513,19.4901,8.96437,3.86207,5.87307,8.87596,4.36038,5.52113,6.70452,9.00316,5.00873,3.50612,2.88617,4.00944,3.05378,3.41315,4.04784,6.85328,3.04345,4.94899,9.70598,4.3736,6.34881,3.09458,2.19804,4.80418,7.22901,2.18,2.75661,11.6047,7.78845,10.9532,8.39901,3.67418,4.07236,15.2569,8.43086,2.5773,12.6888,2.49046,5.00888,3.65952,3.15159,2.96985,5.37202,3.47794,2.43805,3.95707,4.38567,5.7717,23.5223,14.109,15.2964,6.74855,10.2189,14.327,17.0432,4.08545,21.8449,36.5694,41.0653,
Yoptimal_record,0.497682,0.502318,0.497682,0.502318,0.497682,0.487564,0.0147538,0.112768,0.384914,0.487564,0.0147538,0.112768,0.384914,0.487564,0.0147538,0.497682,0.487564,0.0147538,0.497682,0.502318,0.497682,0.502318,0.497682,0.502318,0.497682,0.146076,0.356242,0.497682,0.146076,0.356242,0.182893,0.107944,0.206845,0.260932,0.241386,0.182893,0.058326,0.0496178,0.206845,0.260932,0.241386,0.241219,0.256463,0.502318,0.241219,0.256463,0.502318,0.497682,0.502318,0.497682,0.154147,0.348171,0.497682,0.154147,0.348171,0.497682,0.0609573,0.0931901,0.348171,0.497682,0.0609573,0.0931901,0.348171,0.497682,0.0609573,0.0931901,0.348171,
x,0.98,2.065,3.57,6.09,7.385,11.165,11.41,12.18,12.32,15.54,16.065,16.345,16.485,19.005,19.635,19.915,22.855,23.205,23.38,25.9,26.11,28.91,29.365,32.375,32.795,35.385,35.63,36.19,38.395,38.64,39.165,39.2,39.235,41.09,41.265,41.335,41.37,41.37,41.405,43.82,43.995,44.17,44.485,46.865,47.145,47.46,49.63,50.05,52.22,52.78,54.425,54.425,54.81,57.19,57.225,57.715,61.145,61.6,61.775,62.65,65.765,66.325,66.5,67.55,68.74,68.845,68.88,
y,28.25,18.225,33.85,10.45,32.075,9.475,9.175,39.175,33.3,9.95,8.15,44.375,38.5,10.3,8.075,44.2,10.225,9.5,47.85,6.9,46.75,5.7,45.375,8.925,44.525,9.7,7.225,45.4,4.925,2.45,46.325,44.375,43.075,2.9,1.45,40.45,38.5,36.875,35.575,3.25,1.8,42.175,35.175,2.6,43.375,38,4.175,37.875,4.975,39.65,6.225,5.1,39.975,7.5,4.95,41.4,17.875,12.825,10.575,42.025,24.825,12.4,9.325,41.275,31.15,23.775,21.525,
