Attack510Repeat1.txt,78.9674,429.155,429.155,5.68434e-14,17,51,2.03679,1.98333,40.5714,39.2175,40.5714,39.2175,40.5714,39.2175,
radius,12.6856,25.3711,38.0567,50.7422,63.4278,76.1133,88.7989,101.484,114.17,
activeArcs_record,0,3,7,9,11,25,45,55,57,68,88,101,103,117,137,147,150,160,178,192,198,204,210,219,
C0a,27.8504,18.5442,5.72983,12.336,12.0809,14.2367,17.3865,17.3562,20.132,18.378,15.3934,19.8708,11.3555,15.0454,12.1965,18.124,13.5108,13.8157,14.9067,14.5856,12.5452,9.31483,20.0725,31.1133,
Yoptimal_record,0.463663,0.0294848,0.0362176,0.470635,0.463663,0.0294848,0.0362176,0.470635,0.463663,0.0294848,0.0362176,0.470635,0.463663,0.0294848,0.0362176,0.470635,0.463663,0.0294848,0.0362176,0.470635,0.463663,0.0294848,0.0362176,0.470635,
x,3.78,5.355,6.475,8.645,9.135,12.495,17.78,21.875,24.465,26.88,32.865,36.715,39.795,41.3,45.465,49.105,51.835,53.55,58.275,61.81,64.085,64.925,67.305,69.125,
y,27.325,22.525,14.15,9.7,44.175,36.175,16.525,3.45,47.75,43.025,22.2,8.375,46.325,40.25,25.525,8.925,44.175,36.75,21.65,4.475,41.075,38.2,28.275,22.5,
Attack1010Repeat1.txt,96.5232,716.673,716.673,3.51266e-05,37,111,29.4658,29.1928,31.2297,7.0575,31.2297,7.0575,31.2297,7.0575,
radius,12.9089,25.8178,38.7267,51.6356,64.5444,77.4533,90.3622,103.271,116.18,
activeArcs_record,0,5,7,8,11,35,47,52,57,58,77,78,98,101,103,107,108,109,124,127,146,149,154,160,170,174,190,195,201,211,221,239,242,250,260,270,285,291,292,293,303,313,330,331,333,337,343,354,363,372,376,379,380,390,405,410,413,418,425,428,434,443,446,
C0a,11.96,3.87232,19.9771,30.3819,6.02921,11.5653,10.582,6.80177,6.69198,6.99157,13.972,10.8894,8.77513,6.63853,9.06466,8.68093,10.0149,18.5769,24.1688,14.2889,5.81592,5.78468,8.25947,4.50401,5.87804,10.3983,9.75531,13.2307,15.0017,11.1976,10.2905,4.98913,5.46092,6.86531,7.82812,9.28154,8.63379,5.12197,7.0287,7.44301,8.99441,12.9077,8.91964,9.10343,11.5997,8.63146,17.4313,25.0352,6.96042,5.2691,6.0803,6.67629,7.02033,6.59303,11.4643,12.3537,14.0064,13.0422,25.3617,20.948,14.9359,5.13869,6.32484,
Yoptimal_record,0.480085,0.0381309,0.357836,0.123948,0.480085,0.0381309,0.357836,0.123948,0.0251181,0.454967,0.00595631,0.0321746,0.357836,0.123948,0.0251181,0.409464,0.0455019,1.31725e-06,0.00595631,0.0321746,0.481784,0.434582,0.0455019,1.31725e-06,0.0321746,0.00595631,0.481784,0.434582,0.0455019,1.31725e-06,0.0381309,0.481784,0.434582,0.0455019,1.31725e-06,0.0381309,0.481784,0.147085,0.0550902,0.277909,1.31725e-06,0.0381309,0.17121,0.310574,0.147085,0.0550902,0.277909,1.31725e-06,0.0381309,0.17121,0.310574,0.132999,0.069176,0.277909,1.31725e-06,0.0381309,0.17121,0.310574,0.132999,0.069176,0.277909,0.171211,0.348705,
x,1.925,3.465,3.85,4.375,5.005,8.155,9.205,10.465,11.095,11.27,14.84,14.91,16.38,17.115,17.43,17.605,17.99,18.445,20.86,20.79,23.03,23.31,23.695,24.22,25.235,25.375,29.785,30.135,31.29,31.78,32.795,36.295,36.89,38.045,39.375,40.25,41.37,42.175,42.875,42.98,44.625,46.515,48.23,48.58,49,49.7,50.47,52.325,53.935,54.915,55.58,56.385,56.595,57.68,60.97,61.81,61.25,62.125,64.33,64.54,64.96,67.13,67.69,
y,41.225,36,25.5,20.3,46.175,31.75,11.525,5.15,45.925,45.825,32.625,30.6,5.475,4.3,43.375,43.275,42.725,38,26.625,27.6,2.475,39.325,35.6,30.475,22.425,19.425,3.95,43.85,37.675,32.325,24.05,7.225,49.15,46.15,29.875,19.975,4.45,49.375,47.875,47.6,29.725,10.85,2.55,1.175,45.625,44.125,38.325,21.225,6.075,4.925,3.1,42.9,40.575,31.825,13.525,10.725,11.65,9.975,32.375,30.05,26.825,19.075,17.85,
Attack1510Repeat1.txt,89.3085,1018.39,1018.39,1.13687e-13,46,138,148.141,147.056,26.7603,43.8419,26.7603,43.8419,26.7603,43.8419,
radius,13.2989,26.5978,39.8967,53.1956,66.4944,79.7933,93.0922,106.391,119.69,
activeArcs_record,1,2,4,6,8,15,20,32,40,41,42,52,57,61,81,86,91,100,101,103,123,124,129,134,144,147,149,150,169,173,179,185,192,195,199,214,226,236,241,257,277,284,285,287,288,306,308,327,328,331,333,334,339,348,357,374,377,379,380,385,390,395,399,423,425,429,436,440,444,469,471,472,485,514,515,517,521,527,556,557,560,561,563,574,598,602,606,607,609,625,643,648,652,655,667,673,676,679,
C0a,24.5755,20.6475,5.74586,2.11698,15.0864,5.67335,9.2057,4.18803,7.84161,7.35436,3.9368,4.01,5.22394,5.01384,6.87746,4.71968,3.30619,3.55578,2.94043,3.55951,6.45406,6.64606,6.43467,6.94158,8.51466,9.9165,6.65676,6.72019,4.77678,4.29535,5.96029,9.69704,7.02728,6.87605,4.93,6.14906,8.52726,8.11104,7.38147,4.07953,13.9498,9.25378,9.5032,6.36805,8.93701,6.83492,9.00485,6.50577,6.96096,7.0797,5.10406,6.051,7.89605,3.8513,9.67703,5.74826,5.5093,5.01942,1.96573,3.35491,4.53278,5.25047,5.21009,4.62871,12.507,8.43759,13.1904,11.9852,7.95063,7.89882,12.3077,11.8308,8.61647,3.79189,3.9973,5.06474,4.97025,6.6073,7.692,8.6199,9.74385,8.5163,5.63205,4.28515,9.10862,8.78495,6.43467,7.38241,8.48591,8.72633,7.89446,9.31877,8.788,10.1027,6.14088,19.1412,25.3379,29.48,
Yoptimal_record,0.445109,0.00932466,0.0251446,0.38829,0.132132,0.445109,0.00932466,0.0251446,0.0244981,0.0192543,0.344538,0.132132,0.445109,0.00932466,0.0496426,0.0192543,0.344538,0.088706,0.0434262,0.454433,0.0198109,0.0298317,0.0192543,0.344538,0.088706,0.0434262,0.347595,0.106838,0.0198109,0.0298317,0.0192543,0.344538,0.132132,0.347595,0.106838,0.0496426,0.0192543,0.47667,0.454433,0.0496426,0.0192543,0.472526,0.00414429,0.448323,0.00611017,0.0434262,0.00621644,0.473861,0.0179191,0.00414429,0.342797,0.105526,0.00611017,0.0434262,0.00621644,0.473861,0.0220634,0.167754,0.175043,0.105526,0.00611017,0.0434262,0.00621644,0.495924,0.167754,0.175043,0.105526,0.00611017,0.0496426,0.495924,0.181898,0.160899,0.161278,0.242119,0.253805,0.181898,0.160899,0.161278,0.133484,0.108635,0.0375336,0.216272,0.342797,0.161278,0.133484,0.146169,0.196461,0.0198109,0.342797,0.161278,0.279653,0.196461,0.0198109,0.342797,0.161278,0.279653,0.196461,0.0198109,
x,0.7,0.84,1.05,1.12,1.47,2.45,3.115,3.64,3.71,3.955,3.99,4.795,5.32,5.845,6.755,7.175,7.49,8.26,8.26,8.505,10.78,11.06,11.515,12.18,12.915,12.915,13.16,13.37,15.75,16.03,16.415,17.185,17.605,18.305,18.515,20.02,21.07,21.945,22.645,23.905,26.74,27.23,27.265,27.545,27.86,28.805,29.365,31.955,32.27,32.305,32.515,32.795,33.11,33.635,34.405,35.455,35.77,35.875,35.91,36.855,36.96,37.345,37.555,38.955,39.095,39.13,40.25,40.355,40.705,43.645,43.75,43.785,44.31,47.95,47.95,48.65,48.685,49.63,52.15,53.095,53.095,53.305,53.97,55.02,56.77,57.715,57.995,58.52,58.975,61.285,62.58,63.035,64.435,65.555,67.69,68.005,68.39,69.265,
y,28.125,26.15,18.575,16.25,8.425,42.975,40.775,22.55,20.225,19.825,16.1,1.2,47.55,47.325,26.925,24.925,15.175,2.4,1.425,48.6,31.975,31.725,25.625,13.2,6.225,5.25,48.725,47.625,34.1,33.85,22.125,7.15,5.875,47,45.9,31.875,16.575,5.6,47.05,29.025,6.975,4.575,4.45,48,46.475,30.4,25.725,2.975,2.975,2.85,45.275,44.725,39.9,32.25,27.425,2.7,2.7,46.775,44.525,42.375,38.475,34.225,34.075,0.525,43.275,41.025,35.125,34.525,32.5,4.075,43.125,42.85,32.65,7.35,6.55,48.55,48.275,36.15,10.575,10.325,9.525,8.375,48.6,35.425,17.575,17.325,13.825,7.6,45.275,33.7,19.675,14.125,5.75,39.125,34.5,27.225,24.025,21.875,
Attack2010Repeat1.txt,102.61,1397.82,1397.82,4.54747e-13,36,108,43.9495,43.5306,38.5442,41.9442,38.5442,41.9442,38.5442,41.9442,
radius,13.1967,26.3933,39.59,52.7867,65.9833,79.18,92.3767,105.573,118.77,
activeArcs_record,1,4,6,16,30,42,61,71,91,92,93,103,112,113,132,134,138,144,149,153,154,158,175,185,193,195,199,224,236,239,241,267,284,285,287,318,327,331,333,369,373,374,376,379,419,422,423,425,426,466,469,471,475,515,517,561,563,564,606,609,613,650,655,656,698,699,701,702,705,741,744,747,751,786,794,827,843,868,885,900,
C0a,18.813,2.4056,3.84401,5.56849,10.8561,4.73207,11.0656,6.38834,6.15939,9.61337,12.6103,14.8167,9.8099,7.40017,4.0111,10.4474,6.9857,7.58483,8.87596,4.36038,3.37337,4.48769,10.0721,5.52113,7.40509,9.00316,12.2123,4.89146,5.00873,3.50612,2.88617,13.6713,4.00944,7.81857,3.05378,5.09204,5.95789,5.86331,3.38895,4.85176,7.35833,4.07983,11.5134,3.73719,10.1036,4.94899,9.70598,4.64321,4.3736,6.34881,3.09458,3.56741,2.19804,2.75661,11.6047,4.07236,15.2569,10.0335,2.5773,12.109,6.73573,5.00888,12.6441,11.7552,2.42588,3.15159,8.20441,9.4038,7.26395,5.05128,5.37202,3.47794,2.43805,3.95707,5.7717,23.5223,6.74855,10.2189,4.08545,21.8449,
Yoptimal_record,0.126692,0.351261,0.522047,0.126692,0.351261,0.522047,0.126692,0.351261,0.0155298,0.26857,0.237947,0.126692,0.0885259,0.262735,0.00773328,0.00779652,0.26857,0.237947,0.126692,0.0715304,0.0169955,0.262735,0.00773328,0.276366,0.237947,0.198223,0.27973,0.00773328,0.276366,0.237947,0.477953,0.00773328,0.504525,0.00978838,0.477953,0.00773328,0.504525,0.00978838,0.477953,0.00773328,0.0689183,0.435607,0.00978838,0.477953,0.0864399,0.0427334,0.392874,0.0943129,0.38364,0.129173,0.392874,0.0943129,0.38364,0.522047,0.477953,0.522047,0.410015,0.0679377,0.522047,0.410015,0.0679377,0.522047,0.356921,0.121032,0.381479,0.140568,0.178642,0.178279,0.121032,0.381479,0.140568,0.299674,0.178279,0.522047,0.477953,0.522047,0.477953,0.522047,0.477953,0.522047,
