Attack510Repeat1.txt,78.9674,283.968,284.029,0.0612597,20,40,1.51771,1.4636,41.1975,16.4825,41.1975,16.4825,
radius,16.31,32.62,48.93,65.24,81.55,97.86,114.17,
activeArcs_record,1,2,5,7,8,9,15,17,20,21,35,45,50,54,55,57,62,66,68,78,88,93,98,101,103,107,117,127,137,142,146,147,150,160,168,178,183,188,192,193,198,204,210,213,216,219,221,
C0a,25.1267,23.3729,7.60345,5.72983,8.82907,12.336,11.9485,11.9828,13.7274,11.813,11.5948,17.3865,14.059,15.2815,17.3562,20.132,18.6901,17.7459,18.378,22.5285,15.3934,18.6639,19.2428,19.8708,11.3555,10.8541,15.0454,13.8276,12.1965,17.1567,15.0988,18.124,13.5108,13.8157,14.0983,14.9067,14.8615,15.103,14.5856,14.1283,12.5452,9.31483,20.0725,29.0759,29.3242,31.1133,37.9552,
Yoptimal_record,0.251565,0.249981,0.0019383,0.0565681,0.0134557,0.426491,0.00310127,0.248464,0.200808,0.0491737,0.0019383,0.0565681,0.0134557,0.275212,0.15128,0.00310127,0.200808,0.294407,0.00323049,0.0019383,0.0565681,0.0134557,0.275212,0.15128,0.00310127,0.495215,0.00323049,0.0019383,0.0565681,0.0134557,0.405928,0.0205628,0.498316,0.00323049,0.0019383,0.0565681,0.0134557,0.405928,0.0019383,0.0186245,0.498316,0.00516879,0.0565681,0.0134557,0.405928,0.0019383,0.0186245,
x,4.97,5.32,6.335,6.475,8.12,8.645,10.325,12.11,11.41,12.46,14.525,17.78,19.495,21.105,21.875,24.465,25.235,26.285,26.88,28.07,32.865,33.81,35.945,36.715,39.795,39.83,41.3,42.07,45.465,46.9,48.51,49.105,51.835,53.55,54.18,58.275,60.06,61.075,61.81,61.95,64.085,64.925,67.305,68.53,68.985,69.125,69.265,
y,25.9,24.975,16.15,14.15,13.2,9.7,42.75,39.55,41.75,38.625,20.525,16.525,12.05,4.675,3.45,47.75,46.975,43.85,43.025,30.1,22.2,16.85,9.6,8.375,46.325,45.625,40.25,34.65,25.525,16.225,10.425,8.925,44.175,36.75,34.8,21.65,9.45,6.875,4.475,1.05,41.075,38.2,28.275,23.55,23.4,22.5,19.075,
Attack1010Repeat1.txt,96.5232,432.737,432.737,5.68434e-13,29,58,3.94345,3.87774,33.9482,8.04536,33.9482,8.04536,
radius,16.5971,33.1943,49.7914,66.3886,82.9857,99.5829,116.18,
activeArcs_record,1,7,8,15,47,52,57,58,98,101,103,107,146,149,190,195,196,239,242,246,284,285,291,292,293,326,327,328,331,333,337,343,367,372,377,380,390,409,414,423,428,434,443,446,451,
C0a,8.49165,19.9771,30.3819,5.51406,10.582,6.80177,6.69198,6.99157,8.77513,6.63853,9.06466,8.68093,5.81592,5.78468,9.75531,13.2307,12.2688,4.98913,5.46092,5.1631,6.28205,8.63379,5.12197,7.0287,7.44301,7.11969,8.68014,9.78899,9.10343,11.5997,8.63146,17.4313,6.72477,5.2691,6.17414,7.02033,6.59303,13.5093,12.781,11.2439,20.948,14.9359,5.13869,6.32484,12.55,
Yoptimal_record,0.481544,0.215085,0.303372,0.481544,0.215085,0.303372,0.0377521,0.443792,0.215085,0.303372,0.0377521,0.443792,0.518456,0.481544,0.518456,0.358044,0.1235,0.518456,0.358044,0.1235,0.438609,0.0798475,0.155525,0.233317,0.0927014,0.137504,0.14268,0.158425,0.0798475,0.155525,0.233317,0.0927014,0.137504,0.14268,0.238273,0.388842,0.0927014,0.137504,0.14268,0.238273,0.388842,0.0927014,0.137504,0.14268,0.238273,
x,2.1,3.85,4.375,5.18,9.205,10.465,11.095,11.27,16.38,17.115,17.43,17.605,23.03,23.31,29.785,30.135,30.485,36.295,36.89,37.24,41.23,41.37,42.175,42.875,42.98,47.25,48.09,48.44,48.58,49,49.7,50.47,54.075,54.915,55.93,56.595,57.68,61.25,61.81,63.945,64.54,64.96,67.13,67.69,69.16,
y,39.475,25.5,20.3,44.425,11.525,5.15,45.925,45.825,5.475,4.3,43.375,43.275,2.475,39.325,3.95,43.85,42.9,7.225,49.15,48.2,5.975,4.45,49.375,47.875,47.6,4.75,4.075,2.7,1.175,45.625,44.125,38.325,5.9,4.925,2.6,40.575,31.825,11.95,10.425,6,30.05,26.825,19.075,17.85,14.375,
Attack1510Repeat1.txt,89.3085,608.986,609.065,0.0790683,37,74,20.7873,20.5563,34.6946,13.3632,34.6946,13.3632,
radius,17.0986,34.1971,51.2957,68.3943,85.4929,102.591,119.69,
activeArcs_record,1,5,6,8,15,36,37,42,52,57,81,86,91,92,101,103,124,128,134,139,147,149,150,173,184,189,192,195,199,214,230,236,241,257,277,284,285,287,306,307,327,328,331,333,334,349,353,372,374,376,380,385,400,414,420,423,429,434,449,460,469,472,477,491,505,514,515,521,527,537,546,557,560,561,563,574,584,588,602,606,607,609,623,633,643,648,652,655,661,667,673,676,679,
C0a,24.5755,2.55977,2.11698,15.0864,5.67335,7.008,6.59128,3.9368,4.01,5.22394,6.87746,4.71968,3.30619,5.11953,2.94043,3.55951,6.64606,8.48261,6.94158,6.96391,9.9165,6.65676,6.72019,4.29535,4.60566,7.31317,7.02728,6.87605,4.93,6.14906,5.37912,8.11104,7.38147,4.07953,13.9498,9.25378,9.5032,6.36805,6.83492,6.96417,6.50577,6.96096,7.0797,5.10406,6.051,4.27468,3.89979,4.5845,5.74826,2.37118,1.96573,3.35491,4.50245,3.79933,5.37651,4.62871,8.43759,10.0062,10.1036,4.45982,7.89882,11.8308,6.46518,4.51643,5.20265,3.79189,3.9973,4.97025,6.6073,6.27579,6.85537,8.6199,9.74385,8.5163,5.63205,4.28515,8.46353,13.4911,8.78495,6.43467,7.38241,8.48591,5.55539,7.36376,7.89446,9.31877,8.788,10.1027,7.49,6.14088,19.1412,25.3379,29.48,
Yoptimal_record,0.442407,0.0662651,0.159424,0.331904,0.442407,0.0287198,0.0375453,0.159424,0.331904,0.442407,0.0287198,0.0375453,0.108135,0.0512887,0.331904,0.442407,0.0287198,0.0375453,0.108135,0.0512887,0.331904,0.0906546,0.351753,0.0662651,0.108135,0.0512887,0.331904,0.0906546,0.351753,0.0662651,0.108135,0.383192,0.442407,0.0662651,0.108135,0.339772,0.0434204,0.442407,0.0434204,0.0228447,0.07767,0.370237,0.0434204,0.41251,0.0298972,0.0434204,0.0228447,0.0503777,0.0272923,0.413658,0.41251,0.0298972,0.0662651,0.0503777,0.413658,0.0272923,0.41251,0.0298972,0.0662651,0.0503777,0.44095,0.41251,0.0298972,0.0662651,0.0503777,0.0402909,0.400659,0.41251,0.0298972,0.0662651,0.0503777,0.0402909,0.04155,0.359109,0.41251,0.0298972,0.0662651,0.0503777,0.0818409,0.268455,0.0906543,0.41251,0.0298972,0.116643,0.0818409,0.268455,0.0906543,0.41251,0.0298972,0.116643,0.0818409,0.268455,0.0906543,
x,0.7,1.05,1.12,1.47,2.45,3.64,3.885,3.99,4.795,5.32,6.755,7.175,7.49,7.7,8.26,8.505,11.06,11.235,12.18,12.74,12.915,13.16,13.37,16.03,16.94,17.535,17.605,18.305,18.515,20.02,21.21,21.945,22.645,23.905,26.74,27.23,27.265,27.545,28.805,29.33,31.955,32.27,32.305,32.515,32.795,33.845,34.37,35.35,35.455,35.735,35.91,36.855,37.8,38.255,38.92,38.955,39.13,39.935,41.195,42.14,43.645,43.785,43.995,44.94,46.62,47.95,47.95,48.685,49.63,50.19,51.345,53.095,53.095,53.305,53.97,55.02,55.685,55.895,57.715,57.995,58.52,58.975,59.78,61.775,62.58,63.035,64.435,65.555,66.185,67.69,68.005,68.39,69.265,
y,28.125,16.75,16.25,8.425,42.975,20.725,20.325,16.1,1.2,47.55,26.925,24.925,15.175,13.75,1.425,48.6,31.725,30.125,13.2,10.625,5.25,48.725,47.625,33.85,13.175,6,5.875,47,45.9,31.875,14.025,5.6,47.05,29.025,6.975,4.575,4.45,48,30.4,29.2,2.975,2.975,2.85,45.275,44.725,32.1,30.9,7.3,2.7,4.5,44.525,42.375,33.325,9.95,2.325,0.525,41.025,36.7,29.85,11.35,4.075,42.85,34.225,24.425,13.15,7.35,6.55,48.275,36.15,24.4,16.7,10.325,9.525,8.375,48.6,35.425,28.475,25.575,17.325,13.825,7.6,45.275,35.8,32.175,19.675,14.125,5.75,39.125,36.6,34.5,27.225,24.025,21.875,
Attack2010Repeat1.txt,102.61,811.885,811.885,-7.95808e-13,27,54,5.86757,5.74791,39.3782,9.61036,39.3782,9.61036,
radius,16.9671,33.9343,50.9014,67.8686,84.8357,101.803,118.77,
activeArcs_record,3,6,9,25,42,54,66,93,97,98,108,142,147,153,185,193,195,236,239,241,284,287,327,328,334,374,377,383,423,425,426,469,472,475,476,515,517,518,522,561,564,569,606,614,618,650,661,698,710,741,742,751,786,790,793,794,827,833,839,843,868,878,885,900,906,
C0a,4.53278,3.84401,13.0697,7.84391,4.73207,5.02881,6.23982,12.6103,7.15196,7.29513,8.96437,3.86207,6.83205,4.36038,5.52113,7.40509,9.00316,5.00873,3.50612,2.88617,4.00944,3.05378,5.95789,3.41315,4.04784,4.07983,6.85328,3.04345,9.70598,4.64321,4.3736,3.09458,6.51249,2.19804,4.80418,2.75661,11.6047,14.8098,10.9532,4.07236,10.0335,8.43086,2.5773,7.32384,2.49046,5.00888,3.65952,2.42588,2.96985,5.05128,3.38421,2.43805,3.95707,4.38567,9.58249,5.7717,23.5223,16.7398,10.1666,6.74855,10.2189,14.327,4.08545,21.8449,36.5694,
Yoptimal_record,0.489468,0.112766,0.397766,0.489468,0.112766,0.397766,0.489468,0.112766,0.0863618,0.311404,0.489468,0.199128,0.311404,0.489468,0.199128,0.311404,0.489468,0.199128,0.311404,0.489468,0.510532,0.489468,0.286861,0.223671,0.489468,0.286861,0.223671,0.489468,0.510532,0.149114,0.340355,0.510532,0.149114,0.16357,0.176785,0.510532,0.155864,0.00770562,0.325899,0.510532,0.155864,0.333604,0.510532,0.155864,0.333604,0.510532,0.489468,0.510532,0.489468,0.447341,0.0631906,0.489468,0.447341,0.0631906,0.100616,0.388852,0.447341,0.0631906,0.100616,0.388852,0.447341,0.0631906,0.489468,0.447341,0.0631906,
x,1.225,1.61,2.135,3.815,5.425,6.16,7.385,10.955,11.165,11.41,12.32,15.54,16.135,16.485,19.005,19.705,19.915,22.855,23.205,23.38,25.9,26.11,28.77,28.91,29.365,32.235,32.375,32.795,35.63,35.735,36.19,38.64,38.745,39.165,39.2,41.265,41.335,41.335,41.37,43.995,44.24,44.485,46.865,47.215,47.46,49.63,50.05,52.01,52.78,54.215,54.215,54.81,57.19,57.225,57.435,57.715,61.145,61.635,62.37,62.65,65.765,66.325,67.55,68.74,68.845,
y,25.1,22,16.95,30.7,21.5,9.175,32.075,16.75,9.475,9.175,33.3,9.95,7.65,38.5,10.3,7.575,44.2,10.225,9.5,47.85,6.9,46.75,7.95,5.7,45.375,11.175,8.925,44.525,7.225,46.125,45.4,2.45,45.1,46.325,44.375,1.45,40.45,38.825,36.875,1.8,39.425,35.175,2.6,40.625,38,4.175,37.875,5.275,39.65,6.525,5.4,39.975,7.5,4.95,43.75,41.4,17.875,11.4,44.375,42.025,24.825,12.4,41.275,31.15,23.775,
